#SHEETINFO | name=Kl5SP Katarynka,
"Jakie dźwięki, oprócz katarynki, były dla pana Tomasza nie do zniesienia?","Wszelkie fałszywe tony, hałas uliczny i wrzaski."
Czy dziewczynka była niewidoma od urodzenia?,"Nie, straciła wzrok w wieku sześciu lat w wyniku ciężkiej gorączki."
Co można powiedzieć o sytuacji materialnej opiekunek dziewczynki?,"Były bardzo ubogie, mieszkały w skromnym lokalu."
Jakie wartości reprezentuje pan Tomasz po przemianie?,"Empatię, dobroć, bezinteresowność i odpowiedzialność za drugiego człowieka."
Dlaczego widok tańczącej dziewczynki tak bardzo poruszył pana Tomasza?,"Ponieważ po raz pierwszy zobaczył na jej twarzy prawdziwą, żywą radość."
Jaki kontrast przedstawia autor w noweli?,"Kontrast między światem bogatego estety a światem ubogiej, niepełnosprawnej dziewczynki."
Co było „najpiękniejszą muzyką” dla pana Tomasza na końcu utworu?,"Dźwięk katarynki, ponieważ niósł radość dziecku."
Czy pan Tomasz był złym człowiekiem na początku utworu?,"Nie był zły, ale był egoistycznie skupiony na sobie i obojętny na innych."
Jakie znaczenie ma tytuł utworu?,"Katarynka jest centralnym motywem, który wywołuje punkt kulminacyjny i prowadzi do przemiany bohatera."
Co oznacza termin „praca u podstaw” w kontekście noweli?,"Pomoc ubogim i niepełnosprawnym, co symbolizuje przemiana pana Tomasza."
Co pan Tomasz zyskał dzięki swojej przemianie?,Wyszedł ze swojej samotności i odnalazł nowy sens w życiu - pomaganie innym.
Jaki nastrój panuje na początku noweli?,"Nastrój spokoju, rutyny i pewnego rodzaju smutku wynikającego z samotności bohatera."
Jaki nastrój panuje na końcu noweli?,"Nastrój nadziei, optymizmu i ciepła."
Kim jest narrator w „Katarynce”?,"Narrator jest trzecioosobowy, wszechwiedzący - zna myśli i uczucia pana Tomasza."
Co to jest morał?,"Morał to pouczenie lub ważna myśl, która wynika z opowiadania, noweli, bajki albo wiersza.
Uczy, jak należy postępować i jakie zachowania są dobre lub złe."
