#SHEETINFO | name=Vocabulary - Advanced,,,,,
kabura,holster,~#tts:nap:en-US{The cowboy drew his gun from his holster.}#~,,,~#ttsA:en-US#~
"kreska, myślnik biec pędem",dash,~#tts:nap:en-US{He dashed into the house.}#~,,,~#ttsA:en-US#~
"granica terenu
obwód dowolnej figury",perimeter,"obwód elektryczny: ~#tts:nap:en-US{circuit}#~

~#tts:nap:en-US{circumference, girth, ambit}#~

~#tts:nap:en-US{The perimeter of the park was fenced.}#~",,,~#ttsA:en-US#~
być podobnym,resemble,~#tts:nap:en-US{He resembled his father.}#~,,,~#ttsA:en-US#~
"aresztowanie, zatrzymanie

lęk, obawa",apprehension,"~#tts:nap:en-US{anxiety, unrest, angst, misgiving}#~

~#tts:nap:en-US{He felt apprehension about the upcoming exam.}#~
~#tts:nap:en-US{He felt apprehension about starting his new job.}#~",,,~#ttsA:en-US#~
"prawdopodobny, wiarygodny",plausible,"~#tts:nap:en-US{convincing, credible, believable}#~

~#tts:nap:en-US{His explanation seemed plausible.}#~",,,~#ttsA:en-US#~
kadzidło,incense,~#tts:nap:en-US{The incense filled the room with a pleasant aroma.}#~,,,~#ttsA:en-US#~
przyzwyczajać,to accustom,~#tts:nap:en-US{He was accustomed to the cold weather.}#~,,,~#ttsA:en-US#~
pomimo to,nonetheless,"~#tts:nap:en-US{He tried to be happy, nonetheless.}#~",,,~#ttsA:en-US#~
południk,meridian,"~#tts:nap:en-US{The prime meridian runs through Greenwich, England.}#~",,,~#ttsA:en-US#~
"równoleżnik

równoległy
coś, co biegnie w tym samym kierunku i nigdy się nie przecina",parallel,~#tts:nap:en-US{The lines were parallel.}#~,,,~#ttsA:en-US#~
równik,equator,~#tts:nap:en-US{The equator divides the Earth into the Northern and Southern Hemispheres.}#~,,,~#ttsA:en-US#~
długość geograficzna,longitude,~#tts:nap:en-US{The longitude of a place is measured in degrees east or west of the prime meridian.}#~,,,~#ttsA:en-US#~
szerokość geograficzna,latitude,~#tts:nap:en-US{The latitude of a place is measured in degrees north or south of the equator.}#~,,,~#ttsA:en-US#~
przestraszyć,to startle,"~#tts:nap:en-US{scare, frighten, terrify, make afraid}#~

~#tts:nap:en-US{The loud noise startled her.}#~

~#tts:nap:en-US{The sudden noise startled her.}#~",,,~#ttsA:en-US#~
sen,slumber,~#tts:nap:en-US{He was lost in slumber.}#~,,,~#ttsA:en-US#~
sutanna,cassock,~#tts:nap:en-US{The priest wore a cassock.}#~,,,~#ttsA:en-US#~
"niechęć, oporność, 
wstręt, ociąganie się",reluctance,~#tts:nap:en-US{She felt reluctance to leave her home.}#~,,,~#ttsA:en-US#~
wyrzuty,remorse,"~#tts:nap:en-US{qualm}#~

~#tts:nap:en-US{He was filled with remorse for his actions.}#~",,,~#ttsA:en-US#~
pasjonujący,gripping,"~#tts:nap:en-US{absorbing}#~

~#tts:nap:en-US{The book was gripping and hard to put down.}#~

~#tts:nap:en-US{The book was gripping.}#~",,,~#ttsA:en-US#~
"sznurówka, koronka",lace,"~#tts:nap:en-US{The dress was made of lace.}#~

~#tts:nap:en-US{She tied her shoes with lace.}#~",,,~#ttsA:en-US#~
wyszczerbiony,jagged,~#tts:nap:en-US{The edge of the rock was jagged.}#~,,,~#ttsA:en-US#~
codzienna robota,chore,~#tts:nap:en-US{Doing the dishes was a chore.}#~,,,~#ttsA:en-US#~
"radość, zachwyt, przyjemność",delight,~#tts:nap:en-US{She was filled with delight.}#~,,,~#ttsA:en-US#~
upadek,tumble,"~#tts:nap:en-US{fall, collapse, decline, downfall, drop}#~

~#tts:nap:en-US{The child tumbled down the stairs.}#~",,,~#ttsA:en-US#~
"zamglenie, lekka mgła zanieczyszczająca powietrze",haze,"~#tts:nap:en-US{mist}#~

~#tts:nap:en-US{The haze made it difficult to see.}#~",,,~#ttsA:en-US#~
"ścięgno, muskulatura",sinew,~#tts:nap:en-US{The sinew was torn in the accident.}#~,,,~#ttsA:en-US#~
napięty,"tense, taut",~#tts:nap:en-US{The rope was taut.}#~,,,~#ttsA:en-US#~
jednocześnie,concurrently,~#tts:nap:en-US{The two events happened concurrently.}#~,,,~#ttsA:en-US#~
nogi wieprzowe,knuckles/trotters,~#tts:nap:en-US{The dog's trotters were muddy.}#~,,,~#ttsA:en-US#~
półksiężyc,crescent,~#tts:nap:en-US{The moon was a crescent.}#~,,,~#ttsA:en-US#~
rodzaj męski,masculine,~#tts:nap:en-US{He had a masculine appearance.}#~,,,~#ttsA:en-US#~
rodzaj żeński,feminine,~#tts:nap:en-US{She had a feminine voice.}#~,,,~#ttsA:en-US#~
baran,"ram, Aries",~#tts:nap:en-US{Aries is the first sign of the zodiac.}#~,,,~#ttsA:en-US#~
ulotny,elusive,~#tts:nap:en-US{The answer was elusive.}#~,,,~#ttsA:en-US#~
"uszczypliwy, zjadliwy",caustic,~#tts:nap:en-US{His comments were caustic.}#~,,,~#ttsA:en-US#~
przypis,footnote,~#tts:nap:en-US{The footnote provided additional information.}#~,,,~#ttsA:en-US#~
trąba powietrzna,whirlwind,~#tts:nap:en-US{The whirlwind blew through the town.}#~,,,~#ttsA:en-US#~
nie martwić się czymś,to not lose sleep over something,~#tts:nap:en-US{He didn't lose sleep over the minor problem.}#~,,,~#ttsA:en-US#~
gromadzić,to amass,~#tts:nap:en-US{She amassed a fortune.}#~,,,~#ttsA:en-US#~
ugryźć się w język,to bite your tongue,~#tts:nap:en-US{He had to bite his tongue to stop himself from saying something rude.}#~,,,~#ttsA:en-US#~
"ślubne, małżeńskie

godowe",nuptial,~#tts:nap:en-US{They attended the nuptial ceremony.}#~,,,~#ttsA:en-US#~
rozpuszczalne w wodzie,water-soluble,~#tts:nap:en-US{The medicine was water-soluble.}#~,,,~#ttsA:en-US#~
"w imię, w czyimś imieniu",on behalf of smb.,~#tts:nap:en-US{I am writing on behalf of my company.}#~,,,~#ttsA:en-US#~
mięśnie brzucha,abs,~#tts:nap:en-US{He had well-defined abs.}#~,,,~#ttsA:en-US#~
chichotać,to chuckle,~#tts:nap:en-US{He chuckled at the funny joke.}#~,,,~#ttsA:en-US#~
"wybawca, zbawca",redeemer,~#tts:nap:en-US{He was considered a redeemer by many.}#~,,,~#ttsA:en-US#~
przestrzegać,to abide,~#tts:nap:en-US{We must abide by the rules.}#~,,,~#ttsA:en-US#~
przypływ morza,flood tide,~#tts:nap:en-US{The flood tide came in.}#~,,,~#ttsA:en-US#~
"rączy, chyży

flota",fleet,"~#tts:nap:en-US{armada, navy}#~

~#tts:nap:en-US{The fleet of ships sailed into the harbor.}#~",,,~#ttsA:en-US#~
"zamazać, wymazać",to obliterate,~#tts:nap:en-US{The bomb obliterated the building.}#~,,,~#ttsA:en-US#~
"zamiar

pochłonięty, przejęty",intent,~#tts:nap:en-US{Her intent was to help others.}#~,,,~#ttsA:en-US#~
"przynęta, wabik",bait,~#tts:nap:en-US{The fisherman used worms as bait.}#~,,,~#ttsA:en-US#~
"taktyka
chwyt, zagranie, sztuczka

stosować podstęp, zagranie lub chwyt taktyczny, aby osiągnąć cel","ploy

to ploy",~#tts:nap:en-US{He used a ploy to trick her.}#~,,,~#ttsA:en-US#~
"uzdolnienie, przydatność",aptitude,~#tts:nap:en-US{She had a natural aptitude for languages.}#~,,,~#ttsA:en-US#~
"pożerać, żreć",to devour,~#tts:nap:en-US{He devoured the pizza.}#~,,,~#ttsA:en-US#~
"kostka, otoczak",cobble,~#tts:nap:en-US{The street was made of cobbles.}#~,,,~#ttsA:en-US#~
"bruk, chodnik",pavement,"~#tts:nap:en-US{The pavement was wet after the rain.}#~

~#tts:nap:en-US{The pavement was cracked and uneven.}#~",,,~#ttsA:en-US#~
"słaby, cienki",flimsy,~#tts:nap:en-US{The fence was flimsy and easy to break.}#~,,,~#ttsA:en-US#~
"surowość, prostota",austerity,"~#tts:nap:en-US{The government imposed austerity measures.}#~
Rząd narzucił środki oszczędnościowe.",,,~#ttsA:en-US#~
"wznieść się, osiągać wyżyny chwały,
podskoczyć, wzbijać się",to soar,"osiągać: ~#tts:nap:en-US{to achieve, to reach, to accomplish, to gain, to attain}#~

~#tts:nap:en-US{The eagle soared through the sky.}#~",,,~#ttsA:en-US#~
wywrotka,capsize,~#tts:nap:en-US{The boat capsized in the storm.}#~,,,~#ttsA:en-US#~
ławka w kościele,pew,~#tts:nap:en-US{They sat in the pew at church.}#~,,,~#ttsA:en-US#~
"odskok, odrzut, odrzut z broni palnej",recoil,~#tts:nap:en-US{He recoiled in horror.}#~,,,~#ttsA:en-US#~
"samotny, samotniczy",solitary,~#tts:nap:en-US{She enjoyed her solitary walks.}#~,,,~#ttsA:en-US#~
"straszny, strach, lęk",dread,~#tts:nap:en-US{He dreaded the upcoming exam.}#~,,,~#ttsA:en-US#~
"nierozwikłany, nierozłączny",inextricable,"~#tts:nap:en-US{inseparable}#~

~#tts:nap:en-US{The two problems were inextricably linked.}#~",,,~#ttsA:en-US#~
związany,tied,~#tts:nap:en-US{He was tied to a tree.}#~,,,~#ttsA:en-US#~
"rozumieć, pojąć",to comprehend,"~#tts:nap:en-US{to fathom, to understand, to grasp, to figure out, to conceive}#~

~#tts:nap:en-US{I couldn't comprehend what he was saying.}#~",,,~#ttsA:en-US#~
"przepełniony czymś, nasycony",replete,~#tts:nap:en-US{The meal was replete with flavor.}#~,,,~#ttsA:en-US#~
"cesarzowa, imperatorowa",empress,~#tts:nap:en-US{The empress ruled the country.}#~,,,~#ttsA:en-US#~
"obraza, uraza, gniew",resentment,"~#tts:nap:en-US{offense, insult, affront, outrage, transgression}#~
~#tts:nap:en-US{scorn, disdain, insult, contempt}#~
~#tts:nap:en-US{umbrage, indignation}#~

~#tts:nap:en-US{She felt resentment towards her boss.}#~

~#tts:nap:en-US{She felt resentment towards her boss for the unfair treatment.}#~",,,~#ttsA:en-US#~
"jęk, jęczenie

jęczeć, wydawać dźwięk bólu, niezadowolenia lub frustracji","groan

to groan",~#tts:nap:en-US{He groaned in pain.}#~,,,~#ttsA:en-US#~
"pograniczny, przyległy, sąsiadujący",adjacent,"~#tts:nap:en-US{bordering, neighboring, next door}#~

~#tts:nap:en-US{The two houses are adjacent to each other.}#~

~#tts:nap:en-US{The houses were adjacent to each other.}#~",,,~#ttsA:en-US#~
"wszędobylstwo, wszechobecność",ubiquity,~#tts:nap:en-US{The ubiquity of technology is amazing.}#~,,,~#ttsA:en-US#~
"straszliwy, straszny
upiorny, pełny grozy",eerie,"~#tts:nap:en-US{frightening}#~

~#tts:nap:en-US{The old house had an eerie atmosphere.}#~

~#tts:nap:en-US{The atmosphere was eerie.}#~",,,~#ttsA:en-US#~
"dokładność, staranność, punktualność",exactitude,"~#tts:nap:en-US{precision, preciseness, truth, trueness, minuteness, exactness, accuracy}#~

~#tts:nap:en-US{He worked with great exactitude.}#~

~#tts:nap:en-US{He was known for his exactitude.}#~",,,~#ttsA:en-US#~
"parsknięcie, chichot, stłumiony śmiech, często złośliwy lub szyderczy

chichotać cicho, zwykle w sposób złośliwy lub prześmiewczy","snicker

to snicker",~#tts:nap:en-US{He snickered at her joke.}#~,,,~#ttsA:en-US#~
"wygadać, wypaplać",to blurt,~#tts:nap:en-US{She blurted out the secret.}#~,,,~#ttsA:en-US#~
odcisk palca,fingerprint,~#tts:nap:en-US{They found his fingerprint on the glass.}#~,,,~#ttsA:en-US#~
"zakręt

pochylać się","bend

to bend","~#tts:nap:en-US{to stoop, to bend over}#~

~#tts:nap:en-US{She bent down to pick up the ball.}#~

~#tts:nap:en-US{The road had a sharp bend.}#~",,,~#ttsA:en-US#~
jelito,bowel,~#tts:nap:en-US{He had a bowel problem.}#~,,,~#ttsA:en-US#~
"wir, trąba powietrzna",swirl,~#tts:nap:en-US{The smoke swirled in the air.}#~,,,~#ttsA:en-US#~
"rozważać, rozmyślać
zastanawiać się",to ponder,~#tts:nap:en-US{She pondered the question for a long time.}#~,,,~#ttsA:en-US#~
"szwargot, jazgot",gibberish,~#tts:nap:en-US{He was talking complete gibberish.}#~,,,~#ttsA:en-US#~
"wdrapywać się, gramolić się (na czworakach)

rozerwać

rozbełtać jajka na jajecznicę",to scramble,~#tts:nap:en-US{She scrambled up the steep hill.}#~,,,~#ttsA:en-US#~
"osełka

doskonalić","hone

to hone",~#tts:nap:en-US{He honed his skills as a carpenter.}#~,,,~#ttsA:en-US#~
trwonić pieniądze,to throw money around,~#tts:nap:en-US{He was throwing money around like water.}#~,,,~#ttsA:en-US#~
