#SHEETINFO | name=Kl5SP Ułamki zwykłe,,,,,,
Teoria: https://matematyka.wiki/ulamki-zwykle,,,,,,
,,,,,,
Uprość ułamek \( \frac{4}{6} \) .,\( \frac{2}{3} \) ,,,,,
Uprość ułamek \( \frac{9}{12} \) .,\( \frac{3}{4} \) ,,,,,
Rozszerz ułamek \( \frac{1}{3} \) przez 2.,\( \frac{2}{6} \) ,,,,,
Rozszerz ułamek \( \frac{3}{4} \) przez 3.,\( \frac{9}{12} \) ,,,,,
Czy ułamki \( \frac{2}{5} \) i \( \frac{4}{10} \) są równe?,Tak.,,,,,
Czy ułamki \( \frac{1}{2} \) i \( \frac{3}{5} \) są równe?,Nie.,,,,,
Który ułamek jest większy: \( \frac{2}{7} \) czy \( \frac{5}{7} \) ?,\( \frac{5}{7} \) ,,,,,
Który ułamek jest większy: \( \frac{12}{17} \) czy \( \frac{12}{16} \) ?,\( \frac{12}{16} \) ,,,,,
Który ułamek jest większy: \( \frac{3}{5} \) czy \( \frac{3}{6} \) ?,\( \frac{3}{5} \) ,,,,,
Który ułamek jest większy: \( \frac{1}{4} \) czy \( \frac{1}{3} \) ?,\( \frac{1}{3} \) ,,,,,
Czy ułamek \( \frac{3}{9} \) jest skracalny?,Tak.,,,,,
Czy ułamek \( \frac{7}{11} \) jest skracalny?,Nie.,,,,,
Czy ułamek \( \frac{12}{18} \) jest skracalny?,Tak.,,,,,
Czy ułamek \( \frac{5}{13} \) jest skracalny?,Nie.,,,,,
Oblicz: \( \frac{1}{5} \) + \( \frac{2}{5} \) + \( \frac{1}{5} \) = ?,\( \frac{4}{5} \),,,,,
Oblicz: \( \frac{7}{8} \) - \( \frac{3}{8} \) = ?, \( \frac{4}{8} \) (lub po skróceniu \( \frac{1}{2} \) ),,,,,
Oblicz: \( \frac{2}{6} \) + \( \frac{4}{6} \) - \( \frac{1}{6} \) = ?,\( \frac{5}{6} \),,,,,
Oblicz: \( \frac{9}{10} \) - \( \frac{2}{10} \) - \( \frac{3}{10} \) = ?,\( \frac{4}{10} \) (lub po skróceniu \( \frac{2}{5} \) ),,,,,
,,,,,,
Zamień na ułamek niewłaściwy: \( 2 \frac{1}{3} \),\( \frac{7}{3} \),,,,,
Zamień na ułamek niewłaściwy: \( 5 \frac{2}{5} \),\( \frac{27}{5} \),,,,,
Zamień na ułamek niewłaściwy: \( 1 \frac{7}{8} \),\( \frac{15}{8} \),,,,,
,,,,,,
Zamień na liczbę mieszaną: \( \frac{11}{4} \),\( 2 \frac{3}{4} \),,,,,
Zamień na liczbę mieszaną: \( \frac{19}{6} \),\( 3 \frac{1}{6} \),,,,,
,,,,,,
Oblicz: \( 1 \frac{1}{2} \) + \( 1 \frac{1}{3} \),\( 2 \frac{5}{6} \),,,,,
Oblicz: \( 2 \frac{1}{4} \) + \( 1 \frac{2}{5} \),\( 3 \frac{13}{20} \),,,,,
Oblicz: \( 4 \frac{1}{3} \) + \( 1 \frac{1}{6} \),\( 5 \frac{3}{6} \) lub \( 5 \frac{1}{2} \),,,,,
Oblicz: \( 3 \frac{2}{7} \) + \( 2 \frac{1}{7} \),\( 5 \frac{3}{7} \),,,,,
Oblicz: \( 2 \frac{3}{4} \) + \( 1 \frac{2}{4} \) + \( 1 \frac{1}{4} \),\( 5 \frac{2}{4} \) lub \( 5 \frac{1}{2} \),,,,,
Oblicz: \( 3 \frac{2}{5} \) + \( 2 \frac{1}{5} \) - \( 1 \frac{1}{5} \),\( 4 \frac{2}{5} \) lub \( \frac{22}{5} \),,,,,
Oblicz: \( 4 \frac{5}{8} \) - \( 1 \frac{1}{8} \) + \( 2 \frac{3}{8} \),\( 5 \frac{7}{8} \) lub \( \frac{47}{8} \),,,,,
Oblicz: \( 5 \frac{2}{3} \) - \( 2 \frac{1}{3} \) - \( 1 \frac{1}{3} \),\( 2 \frac{0}{3} \) lub \( 2 lub \frac{6}{3} \),,,,,
,,,,,,
"Jaką liczbę należy dodać do \( 6 \frac{5}{8} \), aby otrzymać 8?",\( 1 \frac{3}{8} \),,,,,
"Jaką liczbę należy dodać do \( 5 \frac{3}{7} \), aby otrzymać 12",\( 6 \frac{4}{7} \),,,,,
"Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{2}{3} \) i \( \frac{5}{6} \)",\( \frac{4}{6} \) i \( \frac{5}{6} \),,,,,
"Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{3}{8} \) i \( \frac{5}{6} \)",\( \frac{9}{24} \) i \( \frac{20}{24} \),,,,,
"Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{1}{7} \) i \( \frac{3}{5} \)",\( \frac{5}{35} \) i \( \frac{21}{35} \),,,,,
"Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{2}{3} \) i \( \frac{7}{10} \)",\( \frac{20}{30} \) i \( \frac{21}{30} \),,,,,
,,,,,,
"=""Zapisz iloraz w postaci ułamka zwykłego:
1 : ""&Q78&""""","=""\( \frac{1}{""&Q78&""} \)""",,~#place-after-tech-cols#~=RANDBETWEEN(2;10),,,
"=""Zapisz iloraz w postaci ułamka zwykłego:
1 : ""&Q79&""""","=""\( \frac{1}{""&Q79&""} \)""",,~#place-after-tech-cols#~=RANDBETWEEN(2;10),,,
"=""Zapisz ułamek zwykły w postaci ilorazu:
\( \frac{""&Q80&""}{""&R80&""} \)""","=""""&Q80&"" : ""&R80&""""",,~#place-after-tech-cols#~=RANDBETWEEN(2;8),=RANDBETWEEN(9;20),,
"=""Zapisz ułamek zwykły w postaci ilorazu:
\( \frac{""&Q81&""}{""&R81&""} \)""","=""""&Q81&"" : ""&R81&""""",,~#place-after-tech-cols#~=RANDBETWEEN(2;8),=RANDBETWEEN(9;20),,
,,,,,,
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q83&""}{""&R83&""} \) i \( \frac{""&S83&""}{""&T83&""} \)""","=""\( \frac{""&LCM(R83; T83)/R83*Q83&""}{""&LCM(R83; T83)&""} \) i \( \frac{""&LCM(R83; T83)/T83*S83&""}{""&LCM(R83; T83)&""} \)""",,~#place-after-tech-cols#~=R83-RANDBETWEEN(1;R83-1),=RANDBETWEEN(2;10),=T83-RANDBETWEEN(1;T83-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q84&""}{""&R84&""} \) i \( \frac{""&S84&""}{""&T84&""} \)""","=""\( \frac{""&LCM(R84; T84)/R84*Q84&""}{""&LCM(R84; T84)&""} \) i \( \frac{""&LCM(R84; T84)/T84*S84&""}{""&LCM(R84; T84)&""} \)""",,~#place-after-tech-cols#~=R84-RANDBETWEEN(1;R84-1),=RANDBETWEEN(2;10),=T84-RANDBETWEEN(1;T84-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q85&""}{""&R85&""} \) i \( \frac{""&S85&""}{""&T85&""} \)""","=""\( \frac{""&LCM(R85; T85)/R85*Q85&""}{""&LCM(R85; T85)&""} \) i \( \frac{""&LCM(R85; T85)/T85*S85&""}{""&LCM(R85; T85)&""} \)""",,~#place-after-tech-cols#~=R85-RANDBETWEEN(1;R85-1),=RANDBETWEEN(2;10),=T85-RANDBETWEEN(1;T85-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q86&""}{""&R86&""} \) i \( \frac{""&S86&""}{""&T86&""} \)""","=""\( \frac{""&LCM(R86; T86)/R86*Q86&""}{""&LCM(R86; T86)&""} \) i \( \frac{""&LCM(R86; T86)/T86*S86&""}{""&LCM(R86; T86)&""} \)""",,~#place-after-tech-cols#~=R86-RANDBETWEEN(1;R86-1),=RANDBETWEEN(2;10),=T86-RANDBETWEEN(1;T86-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q87&""}{""&R87&""} \) i \( \frac{""&S87&""}{""&T87&""} \)""","=""\( \frac{""&LCM(R87; T87)/R87*Q87&""}{""&LCM(R87; T87)&""} \) i \( \frac{""&LCM(R87; T87)/T87*S87&""}{""&LCM(R87; T87)&""} \)""",,~#place-after-tech-cols#~=R87-RANDBETWEEN(1;R87-1),=RANDBETWEEN(2;10),=T87-RANDBETWEEN(1;T87-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q88&""}{""&R88&""} \) i \( \frac{""&S88&""}{""&T88&""} \)""","=""\( \frac{""&LCM(R88; T88)/R88*Q88&""}{""&LCM(R88; T88)&""} \) i \( \frac{""&LCM(R88; T88)/T88*S88&""}{""&LCM(R88; T88)&""} \)""",,~#place-after-tech-cols#~=R88-RANDBETWEEN(1;R88-1),=RANDBETWEEN(2;10),=T88-RANDBETWEEN(1;T88-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q89&""}{""&R89&""} \) i \( \frac{""&S89&""}{""&T89&""} \)""","=""\( \frac{""&LCM(R89; T89)/R89*Q89&""}{""&LCM(R89; T89)&""} \) i \( \frac{""&LCM(R89; T89)/T89*S89&""}{""&LCM(R89; T89)&""} \)""",,~#place-after-tech-cols#~=R89-RANDBETWEEN(1;R89-1),=RANDBETWEEN(2;10),=T89-RANDBETWEEN(1;T89-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q90&""}{""&R90&""} \) i \( \frac{""&S90&""}{""&T90&""} \)""","=""\( \frac{""&LCM(R90; T90)/R90*Q90&""}{""&LCM(R90; T90)&""} \) i \( \frac{""&LCM(R90; T90)/T90*S90&""}{""&LCM(R90; T90)&""} \)""",,~#place-after-tech-cols#~=R90-RANDBETWEEN(1;R90-1),=RANDBETWEEN(2;10),=T90-RANDBETWEEN(1;T90-1),=RANDBETWEEN(2;10)
"=""Rozszerz jeden z ułamków lub oba tak, aby miały jednakowy mianownik.
\( \frac{""&Q91&""}{""&R91&""} \) i \( \frac{""&S91&""}{""&T91&""} \)""","=""\( \frac{""&LCM(R91; T91)/R91*Q91&""}{""&LCM(R91; T91)&""} \) i \( \frac{""&LCM(R91; T91)/T91*S91&""}{""&LCM(R91; T91)&""} \)""",,~#place-after-tech-cols#~=R91-RANDBETWEEN(1;R91-1),=RANDBETWEEN(2;10),=T91-RANDBETWEEN(1;T91-1),=RANDBETWEEN(2;10)
,,,,,,
Oblicz: \( 1 \frac{1}{3} \) + \( 1 \frac{1}{3} \),\( 2 \frac{2}{3} \),,,,,
"Jaką liczbę należy dodać do \( 6 \frac{5}{8} \), aby otrzymać 8?",\( 1 \frac{3}{8} \),,,,,
"=""Jaki jest wynik działania
\( \frac{""&Q95&""}{""&R95&""} \) + \( \frac{""&S95&""}{""&T95&""} \)""","=""\( \frac{"" & (Q95*T95+S95*R95)/GCD(Q95*T95+S95*R95;R95*T95) & ""}{"" & (R95*T95)/GCD(Q95*T95+S95*R95;R95*T95) & ""} \)""",,~#place-after-tech-cols#~=R95-RANDBETWEEN(1;R95-1),=RANDBETWEEN(2;10),=T95-RANDBETWEEN(1;T95-1),=RANDBETWEEN(2;10)
"=""Jaki jest wynik działania
\( \frac{""&Q96&""}{""&R96&""} \) + \( \frac{""&S96&""}{""&T96&""} \)""","=""\( \frac{"" & (Q96*T96+S96*R96)/GCD(Q96*T96+S96*R96;R96*T96) & ""}{"" & (R96*T96)/GCD(Q96*T96+S96*R96;R96*T96) & ""} \)""",,~#place-after-tech-cols#~=R96-RANDBETWEEN(1;R96-1),=RANDBETWEEN(2;10),=T96-RANDBETWEEN(1;T96-1),=RANDBETWEEN(2;10)
"=""Jaki jest wynik działania
\( \frac{""&Q97&""}{""&R97&""} \) + \( \frac{""&S97&""}{""&T97&""} \)""","=""\( \frac{"" & (Q97*T97+S97*R97)/GCD(Q97*T97+S97*R97;R97*T97) & ""}{"" & (R97*T97)/GCD(Q97*T97+S97*R97;R97*T97) & ""} \)""",,~#place-after-tech-cols#~=R97-RANDBETWEEN(1;R97-1),=RANDBETWEEN(2;10),=T97-RANDBETWEEN(1;T97-1),=RANDBETWEEN(2;10)
"=""Jaki jest wynik działania
\( \frac{""&Q98&""}{""&R98&""} \) + \( \frac{""&S98&""}{""&T98&""} \)""","=""\( \frac{"" & (Q98*T98+S98*R98)/GCD(Q98*T98+S98*R98;R98*T98) & ""}{"" & (R98*T98)/GCD(Q98*T98+S98*R98;R98*T98) & ""} \)""",,~#place-after-tech-cols#~=R98-RANDBETWEEN(1;R98-1),=RANDBETWEEN(2;10),=T98-RANDBETWEEN(1;T98-1),=RANDBETWEEN(2;10)
,,,, ,,
"=""\( \frac{""&Q100&""}{""&R100&""} \) ⋅ ""&S100&"" = ?""","=""\( \frac{""&(Q100*S100)/GCD(Q100*S100;R100*1)&""}{""&(R100*1)/GCD(Q100*S100;R100*1)&""} \)""",,~#place-after-tech-cols#~=R100-RANDBETWEEN(1;R100-1),=RANDBETWEEN(2;10),=R100* RANDBETWEEN(2;15),
"=""\( \frac{""&Q101&""}{""&R101&""} \) ⋅ ""&S101&"" = ?""","=""\( \frac{""&(Q101*S101)/GCD(Q101*S101;R101*1)&""}{""&(R101*1)/GCD(Q101*S101;R101*1)&""} \)""",,~#place-after-tech-cols#~=R101-RANDBETWEEN(1;R101-1),=RANDBETWEEN(2;10),=R101* RANDBETWEEN(2;15),
"=""\( \frac{""&Q102&""}{""&R102&""} \) ⋅ ""&S102&"" = ?""","=""\( \frac{""&(Q102*S102)/GCD(Q102*S102;R102*1)&""}{""&(R102*1)/GCD(Q102*S102;R102*1)&""} \)""",,~#place-after-tech-cols#~=R102-RANDBETWEEN(1;R102-1),=RANDBETWEEN(2;10),=R102* RANDBETWEEN(2;15),
"=""\( \frac{""&Q103&""}{""&R103&""} \) ⋅ ""&S103&"" = ?""","=""\( \frac{""&(Q103*S103)/GCD(Q103*S103;R103*1)&""}{""&(R103*1)/GCD(Q103*S103;R103*1)&""} \)""",,~#place-after-tech-cols#~=R103-RANDBETWEEN(1;R103-1),=RANDBETWEEN(2;10),=R103* RANDBETWEEN(2;15),
"=""\( \frac{""&Q104&""}{""&R104&""} \) ⋅ ""&S104&"" = ?""","=""\( \frac{""&(Q104*S104)/GCD(Q104*S104;R104*1)&""}{""&(R104*1)/GCD(Q104*S104;R104*1)&""} \)""",,~#place-after-tech-cols#~=R104-RANDBETWEEN(1;R104-1),=RANDBETWEEN(2;10),=R104* RANDBETWEEN(2;15),
,,,,,,
Ile to jest \( \frac{1}{2} \) z 10?,5,,,,,
Ile to jest \( \frac{1}{4} \) z 20?,5,,,,,
"=""Ile to jest \( \frac{""&S108&""}{""&Q108&""} \) z ""&R108&""?""",=S108/Q108*R108,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q108*RANDBETWEEN(1;10),=Q108-RANDBETWEEN(1;Q108-1),
"=""Ile to jest \( \frac{""&S109&""}{""&Q109&""} \) z ""&R109&""?""",=S109/Q109*R109,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q109*RANDBETWEEN(1;10),=Q109-RANDBETWEEN(1;Q109-1),
"=""Ile to jest \( \frac{""&S110&""}{""&Q110&""} \) z ""&R110&""?""",=S110/Q110*R110,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q110*RANDBETWEEN(1;10),=Q110-RANDBETWEEN(1;Q110-1),
"=""Ile to jest \( \frac{""&S111&""}{""&Q111&""} \) z ""&R111&""?""",=S111/Q111*R111,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q111*RANDBETWEEN(1;10),=Q111-RANDBETWEEN(1;Q111-1),
"=""Ile to jest \( \frac{""&S112&""}{""&Q112&""} \) z ""&R112&""?""",=S112/Q112*R112,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q112*RANDBETWEEN(1;10),=Q112-RANDBETWEEN(1;Q112-1),
"=""Ile to jest \( \frac{""&S113&""}{""&Q113&""} \) z ""&R113&""?""",=S113/Q113*R113,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q113*RANDBETWEEN(1;10),=Q113-RANDBETWEEN(1;Q113-1),
"=""Ile to jest \( \frac{""&S114&""}{""&Q114&""} \) z ""&R114&""?""",=S114/Q114*R114,,~#place-after-tech-cols#~=RANDBETWEEN(2;10),= Q114*RANDBETWEEN(1;10),=Q114-RANDBETWEEN(1;Q114-1),
,,,,,,
"=""\( \frac{""&Q116&""}{""&R116&""} \) ⋅ \( \frac{""&S116&""}{""&T116&""} \) = ?""","=""\( \frac{""&(Q116*S116)/GCD(Q116*S116;R116*T116)&""}{""&(R116*T116)/GCD(Q116*S116;R116*T116)&""} \)""",,~#place-after-tech-cols#~=R116-RANDBETWEEN(1;R116-1),=RANDBETWEEN(2;10),=R116* RANDBETWEEN(2;9),=RANDBETWEEN(2;10)
"=""\( \frac{""&Q117&""}{""&R117&""} \) ⋅ \( \frac{""&S117&""}{""&T117&""} \) = ?""","=""\( \frac{""&(Q117*S117)/GCD(Q117*S117;R117*T117)&""}{""&(R117*T117)/GCD(Q117*S117;R117*T117)&""} \)""",,~#place-after-tech-cols#~=R117-RANDBETWEEN(1;R117-1),=RANDBETWEEN(2;10),=R117* RANDBETWEEN(2;9),=RANDBETWEEN(2;10)
"=""\( \frac{""&Q118&""}{""&R118&""} \) ⋅ \( \frac{""&S118&""}{""&T118&""} \) = ?""","=""\( \frac{""&(Q118*S118)/GCD(Q118*S118;R118*T118)&""}{""&(R118*T118)/GCD(Q118*S118;R118*T118)&""} \)""",,~#place-after-tech-cols#~=R118-RANDBETWEEN(1;R118-1),=RANDBETWEEN(2;10),=R118* RANDBETWEEN(2;9),=RANDBETWEEN(2;10)
"=""\( \frac{""&Q119&""}{""&R119&""} \) ⋅ \( \frac{""&S119&""}{""&T119&""} \) = ?""","=""\( \frac{""&(Q119*S119)/GCD(Q119*S119;R119*T119)&""}{""&(R119*T119)/GCD(Q119*S119;R119*T119)&""} \)""",,~#place-after-tech-cols#~=R119-RANDBETWEEN(1;R119-1),=RANDBETWEEN(2;10),=R119* RANDBETWEEN(2;9),=RANDBETWEEN(2;10)
"=""\( \frac{""&Q120&""}{""&R120&""} \) ⋅ \( \frac{""&S120&""}{""&T120&""} \) = ?""","=""\( \frac{""&(Q120*S120)/GCD(Q120*S120;R120*T120)&""}{""&(R120*T120)/GCD(Q120*S120;R120*T120)&""} \)""",,~#place-after-tech-cols#~=RANDBETWEEN(3;9),=RANDBETWEEN(2;10),=R120* RANDBETWEEN(2;9),=Q120 * RANDBETWEEN(1;9)
"=""\( \frac{""&Q121&""}{""&R121&""} \) ⋅ \( \frac{""&S121&""}{""&T121&""} \) = ?""","=""\( \frac{""&(Q121*S121)/GCD(Q121*S121;R121*T121)&""}{""&(R121*T121)/GCD(Q121*S121;R121*T121)&""} \)""",,~#place-after-tech-cols#~=RANDBETWEEN(3;9),=RANDBETWEEN(2;10),=R121* RANDBETWEEN(2;9),=Q121 * RANDBETWEEN(1;9)
"=""\( \frac{""&Q122&""}{""&R122&""} \) ⋅ \( \frac{""&S122&""}{""&T122&""} \) = ?""","=""\( \frac{""&(Q122*S122)/GCD(Q122*S122;R122*T122)&""}{""&(R122*T122)/GCD(Q122*S122;R122*T122)&""} \)""",,~#place-after-tech-cols#~=RANDBETWEEN(3;9),=RANDBETWEEN(2;10),=R122* RANDBETWEEN(2;9),=Q122 * RANDBETWEEN(1;9)
"=""\( \frac{""&Q123&""}{""&R123&""} \) ⋅ \( \frac{""&S123&""}{""&T123&""} \) = ?""","=""\( \frac{""&(Q123*S123)/GCD(Q123*S123;R123*T123)&""}{""&(R123*T123)/GCD(Q123*S123;R123*T123)&""} \)""",,~#place-after-tech-cols#~=RANDBETWEEN(3;9),=RANDBETWEEN(2;10),=R123* RANDBETWEEN(2;9),=Q123 * RANDBETWEEN(1;9)
,,,,,,
"=""\( \frac{""&Q125&""}{""&R125&""} \) : ""&S125&"" = ?""","=""\( \frac{""&Q125/GCD(Q125;R125*S125)&""}{""&(R125*S125)/GCD(Q125;R125*S125)&""} \)""",,~#place-after-tech-cols#~=R125-RANDBETWEEN(1;R125-1),=RANDBETWEEN(2;10),=RANDBETWEEN(2;10),
"=""\( \frac{""&Q126&""}{""&R126&""} \) : ""&S126&"" = ?""","=""\( \frac{""&Q126/GCD(Q126;R126*S126)&""}{""&(R126*S126)/GCD(Q126;R126*S126)&""} \)""",,~#place-after-tech-cols#~=R126-RANDBETWEEN(1;R126-1),=RANDBETWEEN(2;10),=RANDBETWEEN(2;10),
