#SHEETINFO | name=Decimal fractions,,,,
"=""What is ""&Q43&"" × ""&R43&""?""",=Q43*R43,~#place-after-tech-cols#~=RANDBETWEEN(7;12)/10,=RANDBETWEEN(7;12)/10,
"=""What is ""&Q44&"" × ""&R44&""?""",=Q44*R44,~#place-after-tech-cols#~=RANDBETWEEN(7;12)/10,=RANDBETWEEN(7;12)/10,
"=""What is ""&Q45&"" × ""&R45&""?""",=Q45*R45,~#place-after-tech-cols#~=RANDBETWEEN(7;12)/10,=RANDBETWEEN(7;12)/10,
"=""What is ""&Q46&"" × ""&R46&""?""",=Q46*R46,~#place-after-tech-cols#~=RANDBETWEEN(38;52)/10,=10,
"What is 0.5 × 4?","2.0",,,
"What is 1.5 × 2?","3.0",,,
"What is 0.3 × 0.2?","0.06",,,
"What is 2.4 × 10?","24.0",,,
,,,,
"What is 2.4 ÷ 2?","1.2",,,
"What is 1.2 ÷ 3?","0.4",,,
"What is 0.6 ÷ 2?","0.3",,,
"What is 2 ÷ 0.5?","4.0",,,
"=""What is ""&Q56&"" ÷ ""&R56&""?""","=Q56&"" ÷ ""&R56&"" = ""&Q56/R56",~#place-after-tech-cols#~=RANDBETWEEN(7;12)/10,=2,
"=""What is ""&Q57&"" ÷ ""&R57&""?""","=Q57&"" ÷ ""&R57&"" = ""&Q57/R57",~#place-after-tech-cols#~=RANDBETWEEN(7;19)/10,=2,
"=""What is ""&Q58&"" ÷ ""&R58&""?""","=Q58&"" ÷ ""&R58&"" = ""&Q58/R58",~#place-after-tech-cols#~=RANDBETWEEN(3;8)*3/10,=3,
"=""What is ""&Q59&"" ÷ ""&R59&""?""","=Q59&"" ÷ ""&R59&"" = ""&Q59/R59",~#place-after-tech-cols#~=RANDBETWEEN(5;13)*3/10,=3,
"=""What is ""&Q60&"" ÷ ""&R60&""?""","=Q60&"" ÷ ""&R60&"" = ""&Q60/R60",~#place-after-tech-cols#~=RANDBETWEEN(7;19),=RANDBETWEEN(5;5)/10,
"=""What is ""&Q61&"" ÷ ""&R61&""?""","=Q61&"" ÷ ""&R61&"" = ""&Q61/R61",~#place-after-tech-cols#~=RANDBETWEEN(7;19),=RANDBETWEEN(5;5)/10,
"What is 3.6 ÷ 0.6?","6.0",,,
"What is 4.5 ÷ 0.9?",5,,,
,,,,
"=""What is ""&Q65&"" ÷ ""&R65&""?""","=Q65&"" ÷ ""&R65&"" = ""&Q65/R65",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*6,=RANDBETWEEN(6;6)/10,
"=""What is ""&Q66&"" ÷ ""&R66&""?""","=Q66&"" ÷ ""&R66&"" = ""&Q66/R66",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*6,=RANDBETWEEN(6;6)/10,
"=""What is ""&Q67&"" ÷ ""&R67&""?""","=Q67&"" ÷ ""&R67&"" = ""&Q67/R67",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*S67/10,=S67/10,=RANDBETWEEN(2;7)
"=""What is ""&Q68&"" ÷ ""&R68&""?""","=Q68&"" ÷ ""&R68&"" = ""&Q68/R68",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*S68/10,=S68/10,=RANDBETWEEN(2;7)
"=""What is ""&Q69&"" ÷ ""&R69&""?""","=Q69&"" ÷ ""&R69&"" = ""&Q69/R69",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*S69/10,=S69/10,=RANDBETWEEN(2;7)
,,,,
"=""What is ""&Q71&"" ÷ ""&R71&""?""","=Q71&"" ÷ ""&R71&"" = ""&Q71/R71",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*6,=RANDBETWEEN(6;6)/10,
"=""What is ""&Q72&"" ÷ ""&R72&""?""","=Q72&"" ÷ ""&R72&"" = ""&Q72/R72",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*S72/10,=S72/10,=RANDBETWEEN(2;7)
"=""What is ""&Q73&"" ÷ ""&R73&""?""","=Q73&"" ÷ ""&R73&"" = ""&Q73/R73",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*6,=RANDBETWEEN(6;6)/10,
"=""What is ""&Q74&"" ÷ ""&R74&""?""","=Q74&"" ÷ ""&R74&"" = ""&Q74/R74",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*S74/10,=S74/10,=RANDBETWEEN(2;7)
"=""What is ""&Q75&"" ÷ ""&R75&""?""","=Q75&"" ÷ ""&R75&"" = ""&Q75/R75",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*6,=RANDBETWEEN(6;6)/10,
"=""What is ""&Q76&"" ÷ ""&R76&""?""","=Q76&"" ÷ ""&R76&"" = ""&Q76/R76",~#place-after-tech-cols#~=RANDBETWEEN(2;7)*S76/10,=S76/10,=RANDBETWEEN(2;7)
,,,,
Word problems,,,,
"A book costs $29.90. How much will we pay for 2 such books?","$59.80",,,
"A chocolate bar costs $4.50. How much will you pay for 4 such chocolate bars?","$18.00",,,
"A package weighs 2.4 kg. How much do 5 such packages weigh?","12 kg",,,
"Kevin bought 3 notebooks for $4.20 each and a pencil for $2.10. How much did he pay in total?","$14.70",,,
"A loaf of bread costs $3.60. How much do 4 loaves of bread cost?","$14.40",,,
"To fill a pool, 4.5 m³ of water is needed. How much water is needed to fill 3 such pools?","13.5 m³",,,
"The children collected a total of 6.4 kg of mushrooms. Anna collected 2.5 kg, Bart collected 1.9 kg. How much did Frank collect?","2 kg",,,
"Mom divided 3 liters of juice into bottles of 0.5 liters. How many bottles did she fill?","6",,,
"Tom bought 4 apples for $1.25 each and a banana for $2.30. How much did he pay in total?","$7.30",,,
"Dad bought 5 liters of paint. One room requires 1.25 liters. How many rooms will the paint be enough for?","4",,,
"Anna has 2 meters of ribbon. She needs pieces of 0.4 meters. How many such pieces can she cut?","5",,,
"In the store, one kilogram of tomatoes costs $6.80. How much will you pay for 3 kg?","$20.40",,,
"Olivia bought 2 notebooks for $3.70 each and a pen for $2.60. How much did she pay in total?","10",,,
"A car travels 60 km in an hour. How far will it travel in 4.5 hours?","270 km",,,
"Mom bought 3.5 kg of apples and 2.25 kg of pears. How many kilograms of fruit did she buy in total?","5.75 kg",,,
"In one hour, a cyclist travels 12 km. How far will he travel in 2.5 hours?","30 km",,,
