#SHEETINFO | name=Kl4SP Części mowy i zdania,
Zmień stronę czynną na bierną: Mama ugotowała obiad.,Obiad został ugotowany przez mamę.
Wskaż podmiot domyślny w zdaniu: Wyszedłem z domu.,ja
Określ osobę i liczbę czasownika śpiewacie.,"2. osoba, liczba mnoga"
Określ osobę i liczbę czasownika piszę.,"1. osoba, liczba pojedyncza"
Podaj trzy czasowniki w trybie rozkazującym.,"biegnij, śpiewajcie, pisz"
Podaj trzy czasowniki w bezokoliczniku.,"biegać, czytać, pisać"
Zamień zdanie na równoważnik zdania: Dzieci bawią się na placu zabaw.,Zabawa dzieci na placu zabaw.
Wskaż czasownik w zdaniu: Samochód jedzie po ulicy.,jedzie
Wskaż rzeczowniki w zdaniu: Na stole leżą książki i zeszyty.,"stole, książki, zeszyty"
Wskaż przymiotnik w zdaniu: To jest bardzo trudne zadanie.,trudne
Podkreśl orzeczenie w zdaniu: Dziadek odpoczywa w fotelu.,odpoczywa
Jakie to zdanie? Dzieci słuchały bajki. (rozwinięte czy nierozwinięte),rozwinięte
Jakie to zdanie? Pada deszcz. (rozwinięte czy nierozwinięte),rozwinięte
Jakie to zdanie? Pada. (rozwinięte czy nierozwinięte),nierozwinięte
Podaj trzy rzeczowniki w liczbie mnogiej.,"psy, domy, dzieci"
Podaj trzy rzeczowniki w liczbie pojedynczej.,"książka, jabłko, kwiat"
Zmień liczbę pojedynczą na mnogą: dziecko.,dzieci
Zmień liczbę pojedynczą na mnogą: okno.,okna
Określ przypadek rzeczownika na stole.,miejscownik
Określ przypadek rzeczownika z bratem.,narzędnik
Określ przypadek rzeczownika do miasta.,dopełniacz
Wskaż podmiot domyślny w zdaniu: Zjadłem obiad.,ja
Wskaż podmiot domyślny w zdaniu: Poszliśmy do kina.,my
Wskaż czasowniki w czasie przyszłym w zdaniu: Jutro pojadę do babci i odwiedzę kolegę.,"pojadę, odwiedzę"
Wskaż czasowniki w czasie przeszłym w zdaniu: Wczoraj czytałem książkę i oglądałem film.,"czytałem, oglądałem"
Zamień zdanie z przyszłego na teraźniejsze: Jutro pojedziemy na wycieczkę.,Dzisiaj jedziemy na wycieczkę.
Zamień zdanie z teraźniejszego na przeszłe: Tata gotuje obiad.,Tata ugotował obiad.
Podkreśl przymiotnik w zdaniu: Kupiliśmy nowe buty.,nowe
Podkreśl przymiotnik w zdaniu: To jest bardzo długi film.,długi
Stopniuj przymiotnik szybki.,szybki - szybszy - najszybszy
Stopniuj przymiotnik ciekawy.,ciekawy - ciekawszy - najciekawszy
Podaj trzy bezokoliczniki czasowników.,"biegać, śpiewać, malować"
Podaj trzy czasowniki w trybie rozkazującym.,"czytaj, biegajcie, otwórz"
Zamień stronę czynną na bierną: Dziecko narysowało obrazek.,Obrazek został narysowany przez dziecko.
Zamień stronę bierną na czynną: List został napisany przez Kasię.,Kasia napisała list.
"Jakie to zdanie? Tomek lubi grać w piłkę, ale jego brat woli szachy. (pojedyncze czy złożone)",złożone
Jakie to zdanie? Mama gotuje obiad. (pojedyncze czy złożone),pojedyncze
Zmień zdanie pojedyncze na złożone: Asia kupiła książkę.,Asia kupiła książkę i od razu zaczęła ją czytać.
"Zmień zdanie złożone na pojedyncze: Poszliśmy na spacer, bo była ładna pogoda.",Ze względu na ładną pogodę poszliśmy na spacer.
Zmień zdanie twierdzące na pytające: Dzieci poszły do kina.,Czy dzieci poszły do kina?
Zmień zdanie twierdzące na przeczące: Kot siedzi na kanapie.,Kot nie siedzi na kanapie.
Podaj trzy czasowniki w czasie teraźniejszym.,"śpiewa, piszemy, jedzą"
Podaj trzy czasowniki w czasie przeszłym.,"śpiewał, pisaliśmy, jedli"
Podaj trzy czasowniki w czasie przyszłym.,"zaśpiewa, napiszemy, zjedzą"
Określ osobę i liczbę czasownika mówimy.,"1. osoba, liczba mnoga"
Określ osobę i liczbę czasownika płaczesz.,"2. osoba, liczba pojedyncza"
Określ osobę i liczbę czasownika malują.,"3. osoba, liczba mnoga"
Co to jest czasownik?,Czasownik to część mowy oznaczająca czynność lub stan.
Co to jest rzeczownik?,"Rzeczownik to część mowy oznaczająca osoby, rzeczy, zwierzęta, zjawiska i pojęcia."
Co to jest przymiotnik?,Przymiotnik określa cechy rzeczownika.
Jaką formę gramatyczną może mieć rzeczownik?,"Przypadek, liczba, rodzaj."
Jaką formę gramatyczną może mieć przymiotnik?,"Przypadek, liczba, rodzaj, stopień."
Jaką formę gramatyczną może mieć czasownik?,"Osoba, liczba, czas"
Co to jest podmiot w zdaniu?,"Podmiot to część zdania, która mówi, kto lub co wykonuje czynność."
Co to jest orzeczenie w zdaniu?,Orzeczenie to część zdania oznaczająca czynność lub stan podmiotu.
Jak rozpoznać podmiot w zdaniu?,Odpowiada na pytania: „Kto?” „Co?”.
Jak rozpoznać orzeczenie w zdaniu?,Odpowiada na pytania: „Co robi?” „Co się z nim dzieje?”.
Co to jest zdanie złożone?,Zdanie zawierające dwa lub więcej orzeczeń.
Co to jest równoważnik zdania?,"Konstrukcja bez orzeczenia, np. „Cisza na sali.”"
Jak zamienić zdanie na równoważnik zdania?,"Usunąć orzeczenie, np. „Otwórz drzwi!” → „Otwarte drzwi.”"
Jak zamienić równoważnik zdania na zdanie?,"Dodać orzeczenie, np. „Piękna pogoda.” → „Jest piękna pogoda.”"
Jak odróżnić zdanie pojedyncze od złożonego?,"Zdanie pojedyncze ma jedno orzeczenie, a złożone dwa lub więcej."
Jakie są pytania do podmiotu?,Kto? Co?
Jakie są pytania do orzeczenia?,Co robi? Co się z nim dzieje?
Jak rozpoznać zdanie oznajmujące?,"Informuje o czymś, np. „Idę do szkoły.”"
Jak rozpoznać zdanie pytające?,"Zawiera pytanie, np. „Czy idziesz do szkoły?”"
Jak rozpoznać zdanie rozkazujące?,"Wyraża polecenie, np. „Idź do szkoły!”"
