#SHEETINFO | name=Kl5SP Odmiana,,
Na jakie pytania odpowiada Narzędnik?,Z kim? Z czym?,
"Określ przypadek, liczbę i rodzaj rzeczownika „wody” (nie ma wody).","Dopełniacz, liczba pojedyncza, rodzaj żeński.",
"Określ przypadek, liczbę i rodzaj rzeczownika „kolegom”.","Celownik, liczba mnoga, rodzaj męskoosobowy.",
"Określ przypadek, liczbę i rodzaj rzeczownika „o kwiatach”.","Miejscownik, liczba mnoga, rodzaj niemęskoosobowy.",
"Określ przypadek, liczbę i rodzaj przymiotnika „wesołego” (chłopca).","Dopełniacz, liczba pojedyncza, rodzaj męski.",
"Określ przypadek, liczbę i rodzaj przymiotnika „pięknym” (widokiem).","Narzędnik, liczba pojedyncza, rodzaj męski.",
"Określ przypadek, liczbę i rodzaj przymiotnika „z niebieskimi” (oczami).","Narzędnik, liczba mnoga, rodzaj niemęskoosobowy.","Rodzaj niemsęskoosobowy dla przymiotnika „niebieskimi” (w wyrażeniu oczami) używany jest dlatego, że rzeczownik „oko” w liczbie mnogiej ma właśnie rodzaj niemęskoosobowy, a nie nijaki.

W liczbie pojedynczej rzeczownik „oko” jest rodzaju nijakiego, ale liczba mnoga „oczami” jest traktowana jako rodzaj niemęskoosobowy, który obejmuje wszystkie liczby mnogie rzeczowników innych niż męskoosobowe (czyli nie odnoszące się do grup mężczyzn)."
Co to jest bezokolicznik?,"Nieosobowa forma czasownika, zakończona na -ć, -c (np. pisać, móc).",
Podaj bezokolicznik dla formy „idziemy”.,iść.,
Wymień trzy czasy gramatyczne w języku polskim.,"Teraźniejszy, przeszły i przyszły.",
"Określ osobę, liczbę i czas czasownika „narysujesz”.","2. osoba, liczba pojedyncza, czas przyszły.",
"Określ osobę, liczbę i czas czasownika „czytaliście”.","2. osoba, liczba mnoga, czas przeszły.",
"Określ osobę, liczbę i czas czasownika „myślę”.","1. osoba, liczba pojedyncza, czas teraźniejszy.",
Podaj formę 1. osoby liczby mnogiej czasu przyszłego od czasownika „robić”.,będziemy robić / będziemy robili.,
Podaj formę 3. osoby liczby pojedynczej czasu przeszłego (rodzaj żeński) od czasownika „śpiewać”.,śpiewała.,
