== ⬜ełm   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">ełm  </span> =="
== ⬜eca    ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">eca   </span> =="
== niep⬜yjemny ==,"== <span style=""color:#0000CD"">niep</span><span style=""color:#87CEEB"">rz</span><span style=""color:#0000CD"">yjemny</span> =="
== ⬜arfa   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">arfa  </span> =="
== bo⬜aterski   ==,"== <span style=""color:#0000CD"">bo</span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">aterski  </span> =="
== ⬜ałaśliwi  ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">ałaśliwi </span> =="
== ⬜i    ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">i   </span> =="
== p⬜czoła ==,"== <span style=""color:#FF0000"">pszczoła</span> =="
== niep⬜yjazny ==,"== <span style=""color:#0000CD"">niep</span><span style=""color:#87CEEB"">rz</span><span style=""color:#0000CD"">yjazny</span> =="
== ⬜arce⬜ ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">arce</span><span style=""color:#87CEEB"">rz</span><span style=""color:#0000CD""></span> =="
== bliski⬜ ==,"== <span style=""color:#0000CD"">bliski</span><span style=""color:#000000"">ch</span><span style=""color:#0000CD""></span> =="
== ⬜⬜kn⬜ć   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD""></span><span style=""color:#000000"">u</span><span style=""color:#0000CD"">knąć  </span> =="
== naje⬜ał   ==,"== <span style=""color:#0000CD"">naje</span><span style=""color:#000000"">ch</span><span style=""color:#0000CD"">ał  </span> =="
== d⬜emie ==,"== <span style=""color:#0000CD"">d</span><span style=""color:#87CEEB"">rz</span><span style=""color:#0000CD"">emie</span> =="
== p⬜yj⬜ł ==,"== <span style=""color:#0000CD"">p</span><span style=""color:#87CEEB"">rz</span><span style=""color:#0000CD"">yjął</span> =="
== miejsca⬜ ==,"== <span style=""color:#0000CD"">miejsca</span><span style=""color:#000000"">ch</span><span style=""color:#0000CD""></span> =="
== ⬜⬜raganowy   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD""></span><span style=""color:#000000"">u</span><span style=""color:#0000CD"">raganowy  </span> =="
== kt⬜ry ==,"== <span style=""color:#0000CD"">kt</span><span style=""color:#FF00FF"">ó</span><span style=""color:#0000CD"">ry</span> =="
== ⬜onor   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">onor  </span> =="
== nosoro⬜ec ==,"== <span style=""color:#0000CD"">nosoro</span><span style=""color:#008000"">ż</span><span style=""color:#0000CD"">ec</span> =="
== ⬜ałasował   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">ałasował  </span> =="
== ⬜onor ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">onor</span> =="
== zasn⬜ł ==,"== <span style=""color:#0000CD"">zasnął</span> =="
== ⬜⬜lał   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD""></span><span style=""color:#000000"">u</span><span style=""color:#0000CD"">lał  </span> =="
== g⬜ś ==,"== <span style=""color:#0000CD"">gęś</span> =="
== dru⬜ ==,"== <span style=""color:#FF0000"">dr<span style=""color:#000000"">u</span><span style=""color:#FF0000"">h</span> =="
== p⬜enika ==,"== <span style=""color:#0000CD"">p</span><span style=""color:#87CEEB"">rz</span><span style=""color:#0000CD"">enika</span> =="
== ⬜śmie⬜n⬜ł   ==,"== <span style=""color:#0000CD""></span><span style=""color:#000000"">u</span><span style=""color:#0000CD"">śmie</span><span style=""color:#000000"">ch</span><span style=""color:#0000CD"">nął  </span> =="
== ⬜yc   ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">yc  </span> =="
== drogi - dro⬜szy ==,"== <span style=""color:#0000CD"">drogi - dro</span><span style=""color:#008000"">ż</span><span style=""color:#0000CD"">szy</span> =="
== ⬜ola    ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">ola   </span> =="
== czy⬜ać   ==,"== <span style=""color:#0000CD"">czy</span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">ać  </span> =="
== wa⬜anie   ==,"== <span style=""color:#0000CD"">wa</span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">anie  </span> =="
== ⬜istoria  ==,"== <span style=""color:#0000CD""></span><span style=""color:#8B4513"">h</span><span style=""color:#0000CD"">istoria </span> =="
