#SHEETINFO | name=Kl5SP Rodzaje wypowiedzi
Jakim rodzajem wypowiedzi pisemnej jest tekst zaczynający się od „Uwaga! Dnia 15 maja zaginął...”?,Ogłoszeniem.," '''Ogłoszenie''' to krótka informacja, którą ktoś chce przekazać innym. Składa się z:
* Nagłówek - mówi, o czym jest ogłoszenie, np. „Wycieczka szkolna”.
* Treść 
** Co się wydarzy/stało? 
** Gdzie? 
** Kiedy?
* Podpis/Nadawca - kto daje ogłoszenie, np. „Nauczycielka Anna”.
----
Wycieczka szkolna

W piątek 22 listopada cała klasa 4 wybiera się na wycieczkę do muzeum przyrody. Spotykamy się o 8:00 przy szkole. 
Prosimy zabrać drugie śniadanie i ciepłą kurtkę.

Nauczycielka Anna"
Jakim rodzajem wypowiedzi pisemnej jest tekst zaczynający się od „Pewnego słonecznego poranka wydarzyło się coś niezwykłego...”?,Opowiadaniem.," '''Opowiadanie''' to krótka historia, w której ktoś coś przeżywa albo coś się dzieje. Składa się z:
* Wstęp - przedstawienie bohaterów, miejsca i czasu akcji oraz zarysowanie problemu.
* Rozwinięcie - co się wydarzyło, jakie przygody lub problemy miały miejsce.
* Zakończenie - jak historia się skończyła, może być także morał (czyli jakie wnioski wyciągamy z historii)
----
Przygoda w lesie

W sobotę Ania i Tomek poszli do lasu szukać grzybów. Nagle usłyszeli cichy szelest i zobaczyli małego jeża. Postanowili mu pomóc, bo utknął między gałęziami. Po chwili jeż był wolny i pobiegł do lasu. Ania i Tomek wrócili do domu szczęśliwi, że mogli zrobić coś dobrego."
Jakie informacje muszą znaleźć się w ogłoszeniu o zgubionym psie?,"# informacja o zgubieniu (co zginęło)
# opis psa
# miejsce i data zaginięcia
# dane kontaktowe"," '''Ogłoszenie''' to krótka informacja, którą ktoś chce przekazać innym. Składa się z:
* Nagłówek - mówi, o czym jest ogłoszenie, np. „Wycieczka szkolna”.
* Treść 
** Co się wydarzy/stało? 
** Gdzie? 
** Kiedy?
* Podpis/Nadawca - kto daje ogłoszenie, np. „Nauczycielka Anna”.
----
Wycieczka szkolna

W piątek 22 listopada cała klasa 4 wybiera się na wycieczkę do muzeum przyrody. Spotykamy się o 8:00 przy szkole. 
Prosimy zabrać drugie śniadanie i ciepłą kurtkę.

Nauczycielka Anna"
Co to jest narracja pierwszoosobowa?,"To sytuacja, w której narrator opowiada o wydarzeniach, w których sam uczestniczył (używa formy „ja”, np. „poszedłem”)."," '''Opowiadanie''' to krótka historia, w której ktoś coś przeżywa albo coś się dzieje. Składa się z:
* Wstęp - przedstawienie bohaterów, miejsca i czasu akcji oraz zarysowanie problemu.
* Rozwinięcie - co się wydarzyło, jakie przygody lub problemy miały miejsce.
* Zakończenie - jak historia się skończyła, może być także morał (czyli jakie wnioski wyciągamy z historii)
----
Przygoda w lesie

W sobotę Ania i Tomek poszli do lasu szukać grzybów. Nagle usłyszeli cichy szelest i zobaczyli małego jeża. Postanowili mu pomóc, bo utknął między gałęziami. Po chwili jeż był wolny i pobiegł do lasu. Ania i Tomek wrócili do domu szczęśliwi, że mogli zrobić coś dobrego."
Co to jest narracja trzecioosobowa?,"To sytuacja, w której narrator jest obserwatorem wydarzeń i opowiada o innych (używa formy „on, ona, oni”, np. „poszli”)."," '''Opowiadanie''' to krótka historia, w której ktoś coś przeżywa albo coś się dzieje. Składa się z:
* Wstęp - przedstawienie bohaterów, miejsca i czasu akcji oraz zarysowanie problemu.
* Rozwinięcie - co się wydarzyło, jakie przygody lub problemy miały miejsce.
* Zakończenie - jak historia się skończyła, może być także morał (czyli jakie wnioski wyciągamy z historii)
----
Przygoda w lesie

W sobotę Ania i Tomek poszli do lasu szukać grzybów. Nagle usłyszeli cichy szelest i zobaczyli małego jeża. Postanowili mu pomóc, bo utknął między gałęziami. Po chwili jeż był wolny i pobiegł do lasu. Ania i Tomek wrócili do domu szczęśliwi, że mogli zrobić coś dobrego."
Jaki jest cel wstępu w opowiadaniu?,"Przedstawienie bohaterów, miejsca i czasu akcji oraz zarysowanie problemu."," '''Opowiadanie''' to krótka historia, w której ktoś coś przeżywa albo coś się dzieje. Składa się z:
* Wstęp - przedstawienie bohaterów, miejsca i czasu akcji oraz zarysowanie problemu.
* Rozwinięcie - co się wydarzyło, jakie przygody lub problemy miały miejsce.
* Zakończenie - jak historia się skończyła, może być także morał (czyli jakie wnioski wyciągamy z historii)
----
Przygoda w lesie

W sobotę Ania i Tomek poszli do lasu szukać grzybów. Nagle usłyszeli cichy szelest i zobaczyli małego jeża. Postanowili mu pomóc, bo utknął między gałęziami. Po chwili jeż był wolny i pobiegł do lasu. Ania i Tomek wrócili do domu szczęśliwi, że mogli zrobić coś dobrego."
"Jaki rodzaj wypowiedzi należy napisać, aby poinformować o szkolnym konkursie?",Ogłoszenie.," '''Ogłoszenie''' to krótka informacja, którą ktoś chce przekazać innym. Składa się z:
* Nagłówek - mówi, o czym jest ogłoszenie, np. „Wycieczka szkolna”.
* Treść 
** Co się wydarzy/stało? 
** Gdzie? 
** Kiedy?
* Podpis/Nadawca - kto daje ogłoszenie, np. „Nauczycielka Anna”.
----
Wycieczka szkolna

W piątek 22 listopada cała klasa 4 wybiera się na wycieczkę do muzeum przyrody. Spotykamy się o 8:00 przy szkole. 
Prosimy zabrać drugie śniadanie i ciepłą kurtkę.

Nauczycielka Anna"
"=""Na podstawie """"Story Emotes"""" wymyśl Ogłoszenie ""&CHAR(10)&TEXTJOIN("" "", TRUE,
 CHOOSE(RANDBETWEEN(1,20),""👨"",""👩"",""👦"",""👧"",""👮"",""👩‍🚀"",""🧙‍♂️"",""🧙‍♀️"",""🤴"",""👸"",""🧛‍♂️"",""🧟‍♂️"",""👻"",""🤖"",""🧜‍♀️"",""🧞‍♂️"",""🧝‍♂️"",""🧑‍🚒"",""🧑‍⚕️"",""🧑‍🏫""),
 CHOOSE(RANDBETWEEN(1,20),""😀"",""😂"",""😢"",""😡"",""😱"",""😴"",""🤔"",""🤩"",""😍"",""😨"",""🤯"",""😬"",""😎"",""😭"",""🫣"",""🥳"",""😤"",""😇"",""🤗"",""😈""),
 CHOOSE(RANDBETWEEN(1,20),""🗡️"",""🛡️"",""🔑"",""🪄"",""📦"",""📕"",""🕯️"",""🧭"",""💎"",""🪙"",""🎒"",""🔨"",""🪓"",""🧪"",""🔥"",""💡"",""🌂"",""📸"",""🎈"",""🪴""),
 CHOOSE(RANDBETWEEN(1,20),""🏰"",""🏠"",""🏕️"",""🏞️"",""🌋"",""🏜️"",""🏝️"",""🏟️"",""🏛️"",""🚂"",""🚀"",""🚢"",""🛤️"",""🌌"",""🗻"",""🪨"",""🌳"",""🌊"",""🚧"",""🏚️""),
 CHOOSE(RANDBETWEEN(1,20),""⚡"",""🔥"",""🌪️"",""🌈"",""💥"",""🌧️"",""🌨️"",""🌫️"",""🚀"",""🏃"",""⚔️"",""🛠️"",""📣"",""🎯"",""🕒"",""🎲"",""🪄"",""🧊"",""🌀"",""🎵"")
)","=LET(
  items, SPLIT(""🪅,💝,🎉,🧃,🦖,🎈,🎁,🎊,🏆,🥳,🪄,⚡,🏀,🏎️,🎮,🐉,🚀,🪁,🏹,🎯,🦁,🐵,🏰,🛹,🏓,🐢,🦕"", "",""),
  TEXTJOIN("" "", TRUE, INDEX(items, RANDBETWEEN(1, COUNTA(items))))
)"," '''Ogłoszenie''' to krótka informacja, którą ktoś chce przekazać innym. Składa się z:
* Nagłówek - mówi, o czym jest ogłoszenie, np. „Wycieczka szkolna”.
* Treść 
** Co się wydarzy/stało? 
** Gdzie? 
** Kiedy?
* Podpis/Nadawca - kto daje ogłoszenie, np. „Nauczycielka Anna”.
----
Wycieczka szkolna

W piątek 22 listopada cała klasa 4 wybiera się na wycieczkę do muzeum przyrody. Spotykamy się o 8:00 przy szkole. 
Prosimy zabrać drugie śniadanie i ciepłą kurtkę.

Nauczycielka Anna"
"=""Na podstawie """"Story Emotes"""" wymyśl Opowiadanie ""&CHAR(10)&LET(
  items, SPLIT(""👨,👩,👦,👧,👮,👩‍🚀,🧙‍♂️,🧙‍♀️,🤴,👸,🧛‍♂️,🧟‍♂️,👻,🤖,🧜‍♀️,🧞‍♂️,🧝‍♂️,🧑‍🚒,🧑‍⚕️,🧑‍🏫,😀,😂,😢,😡,😱,😴,🤔,🤩,😍,😨,🤯,😬,😎,😭,🫣,🥳,😤,😇,🤗,😈,🗡️,🛡️,🔑,🪄,📦,📕,🕯️,🧭,💎,🪙,🎒,🔨,🪓,🧪,🔥,💡,🌂,📸,🎈,🪴,🏰,🏠,🏕️,🏞️,🌋,🏜️,🏝️,🏟️,🏛️,🚂,🚀,🚢,🛤️,🌌,🗻,🪨,🌳,🌊,🚧,🏚️,⚡,🌪️,🌈,💥,🌧️,🌨️,🌫️,🏃,⚔️,🛠️,📣,🎯,🕒,🎲,🧊,🌀,🎵"", "",""),
  TEXTJOIN("" "", TRUE,
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items)))
  )
)","=LET(
  items, SPLIT(""🪅,💝,🎉,🧃,🦖,🎈,🎁,🎊,🏆,🥳,🪄,⚡,🏀,🏎️,🎮,🐉,🚀,🪁,🏹,🎯,🦁,🐵,🏰,🛹,🏓,🐢,🦕"", "",""),
  TEXTJOIN("" "", TRUE, INDEX(items, RANDBETWEEN(1, COUNTA(items))))
)"," '''Opowiadanie''' to krótka historia, w której ktoś coś przeżywa albo coś się dzieje. Składa się z:
* Wstęp - przedstawienie bohaterów, miejsca i czasu akcji oraz zarysowanie problemu.
* Rozwinięcie - co się wydarzyło, jakie przygody lub problemy miały miejsce.
* Zakończenie - jak historia się skończyła, może być także morał (czyli jakie wnioski wyciągamy z historii)
----
Przygoda w lesie

W sobotę Ania i Tomek poszli do lasu szukać grzybów. Nagle usłyszeli cichy szelest i zobaczyli małego jeża. Postanowili mu pomóc, bo utknął między gałęziami. Po chwili jeż był wolny i pobiegł do lasu. Ania i Tomek wrócili do domu szczęśliwi, że mogli zrobić coś dobrego."
"=""Na podstawie """"Story Emotes"""" wymyśl List ""&CHAR(10)&LET(
  items, SPLIT(""👨,👩,👦,👧,👮,👩‍🚀,🧙‍♂️,🧙‍♀️,🤴,👸,🧛‍♂️,🧟‍♂️,👻,🤖,🧜‍♀️,🧞‍♂️,🧝‍♂️,🧑‍🚒,🧑‍⚕️,🧑‍🏫,😀,😂,😢,😡,😱,😴,🤔,🤩,😍,😨,🤯,😬,😎,😭,🫣,🥳,😤,😇,🤗,😈,🗡️,🛡️,🔑,🪄,📦,📕,🕯️,🧭,💎,🪙,🎒,🔨,🪓,🧪,🔥,💡,🌂,📸,🎈,🪴,🏰,🏠,🏕️,🏞️,🌋,🏜️,🏝️,🏟️,🏛️,🚂,🚀,🚢,🛤️,🌌,🗻,🪨,🌳,🌊,🚧,🏚️,⚡,🌪️,🌈,💥,🌧️,🌨️,🌫️,🏃,⚔️,🛠️,📣,🎯,🕒,🎲,🧊,🌀,🎵,🪁,🛎️,🎀,🎁,🎃,🎄,🎅,🤶,🧦,🪅,🥁,🎹,🥇,🥈,🥉,🏆,🏅,⚽,🏀,🏈,🎾,🏐,🏉,🎳,🥏,🎣,🚴,🚵,🤸,🤾,🧗,🏇,🏂,🛷,🛼,🛹,🚣,🛶,🪂,🚁,🚒,🚑,🚓,🚕,🚛,🚚,🚜,🏎️,🛵,🏍️,✈️,🛫,🛬,🚉,🛣️,🗽,🗿,🗼,🕌,⛪,🏯,🕍,🛕,🕋,💒,🎡,🎢,🎠,🪆,🧸,🎎,🎏,🧧,🪩,💈,🔮,🧿,💫,⭐,🌟,✨,💥,☄️,🌠,🎇,🎆,💭,💬,👁️,👁️‍🗨️"", "",""),
  TEXTJOIN("" "", TRUE,
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items))),
    INDEX(items, RANDBETWEEN(1, COUNTA(items)))
  )
)
","=LET(
  items, SPLIT(""🪅,💝,🎉,🧃,🦖,🎈,🎁,🎊,🏆,🥳,🪄,⚡,🏀,🏎️,🎮,🐉,🚀,🪁,🏹,🎯,🦁,🐵,🏰,🛹,🏓,🐢,🦕"", "",""),
  TEXTJOIN("" "", TRUE, INDEX(items, RANDBETWEEN(1, COUNTA(items))))
)"," '''List''' to wiadomość, którą ktoś pisze do innej osoby, żeby coś jej powiedzieć lub zapytać. Składa się z:
* Miejscowość i data
* Nagłówek/Adresat - do kogo jest list, np. „Droga Babciu”.
* Treść - co chcemy powiedzieć, opowiedzieć lub zapytać.
* Zakończenie/Pozdrowienia - np. „Całuję” albo „Pozdrawiam”.
* Podpis - kto pisze list, np. „Twoja wnuczka Ania”.
----
Droga Babciu,

Chciałabym Ci opowiedzieć, że w szkole mieliśmy wycieczkę do muzeum. Było bardzo ciekawie, a ja zrobiłam dużo zdjęć. Mam nadzieję, że wkrótce razem pójdziemy na spacer do parku.

Całuję mocno,
Twoja wnuczka Ania"
"=""Na podstawie """"Story Emotes"""" wymyśl Zaproszenie ""&CHAR(10)&TEXTJOIN("" "", TRUE,
 CHOOSE(RANDBETWEEN(1,20),""👨"",""👩"",""👦"",""👧"",""👮"",""👩‍🚀"",""🧙‍♂️"",""🧙‍♀️"",""🤴"",""👸"",""🧛‍♂️"",""🧟‍♂️"",""👻"",""🤖"",""🧜‍♀️"",""🧞‍♂️"",""🧝‍♂️"",""🧑‍🚒"",""🧑‍⚕️"",""🧑‍🏫""),
 CHOOSE(RANDBETWEEN(1,20),""😀"",""😂"",""😢"",""😡"",""😱"",""😴"",""🤔"",""🤩"",""😍"",""😨"",""🤯"",""😬"",""😎"",""😭"",""🫣"",""🥳"",""😤"",""😇"",""🤗"",""😈""),
 CHOOSE(RANDBETWEEN(1,20),""🗡️"",""🛡️"",""🔑"",""🪄"",""📦"",""📕"",""🕯️"",""🧭"",""💎"",""🪙"",""🎒"",""🔨"",""🪓"",""🧪"",""🔥"",""💡"",""🌂"",""📸"",""🎈"",""🪴""),
 CHOOSE(RANDBETWEEN(1,20),""🏰"",""🏠"",""🏕️"",""🏞️"",""🌋"",""🏜️"",""🏝️"",""🏟️"",""🏛️"",""🚂"",""🚀"",""🚢"",""🛤️"",""🌌"",""🗻"",""🪨"",""🌳"",""🌊"",""🚧"",""🏚️""),
 CHOOSE(RANDBETWEEN(1,20),""⚡"",""🔥"",""🌪️"",""🌈"",""💥"",""🌧️"",""🌨️"",""🌫️"",""🚀"",""🏃"",""⚔️"",""🛠️"",""📣"",""🎯"",""🕒"",""🎲"",""🪄"",""🧊"",""🌀"",""🎵"")
)","=LET(
  items, SPLIT(""🪅,💝,🎉,🧃,🦖,🎈,🎁,🎊,🏆,🥳,🪄,⚡,🏀,🏎️,🎮,🐉,🚀,🪁,🏹,🎯,🦁,🐵,🏰,🛹,🏓,🐢,🦕"", "",""),
  TEXTJOIN("" "", TRUE, INDEX(items, RANDBETWEEN(1, COUNTA(items))))
)"," '''Zaproszenie''' to wiadomość, w której ktoś prosi kogoś, żeby przyszedł na jakieś wydarzenie. Składa się z:
* Nagłówek - co to za wydarzenie, np. „Zaproszenie na urodziny”.
* Treść - kiedy i gdzie się wydarzenie odbędzie, czasem co przynieść lub zabrać.
** Kto zaprasza? 
** Kogo zaprasza? 
** Na co zaprasza? 
** Gdzie? 
** Kiedy?
* Podpis/Nadawca - kto zaprasza, np. „Twoja koleżanka Ania”.
----
Zaproszenie na urodziny

Cześć!

Chciałabym Cię zaprosić na moje 10. urodziny, które odbędą się w sobotę 23 listopada o godzinie 14:00 w moim domu przy ul. Kwiatowej 5. Będzie dużo zabawy i słodkości!

Do zobaczenia!
Ania"
