#SHEETINFO | name=Kl5SP Organizmy i oddychanie
"Co jest potrzebne, aby mogła zajść fotosynteza? (Wymień 4 składniki)","# dwutlenek węgla
# woda
# światło
# chlorofil.

Dwutlenek węgla + woda → (pod wpływem światła i chlorofilu) → cukier + tlen."
"Co jest głównym produktem fotosyntezy, czyli pokarmem dla rośliny?",Cukier (glukoza).
"Co jest produktem ubocznym fotosyntezy, uwalnianym do atmosfery?",Tlen.
Przedstaw słowny zapis przebiegu fotosyntezy.,Dwutlenek węgla + woda → (pod wpływem światła i chlorofilu) → cukier + tlen.
Jaką rolę w fotosyntezie odgrywa chlorofil?,"Chlorofil pochłania energię świetlną, która jest następnie wykorzystywana do wytworzenia cukru.

Chlorofil to zielony barwnik, który znajduje się w liściach roślin. 
Dzięki niemu rośliny mogą pochłaniać światło słoneczne i wytwarzać pokarm w procesie zwanym fotosyntezą. 
To właśnie przez chlorofil liście mają zielony kolor."
Skąd roślina pobiera wodę potrzebną do fotosyntezy?,"Z gleby, za pomocą korzeni."
Skąd roślina pobiera dwutlenek węgla potrzebny do fotosyntezy?,"Z powietrza, przez aparaty szparkowe znajdujące się głównie na liściach."
W jaki sposób roślina wykorzystuje wytworzony przez siebie cukier? (Podaj 3 sposoby),"# jako źródło energii (do oddychania)
# jako materiał budulcowy (do wzrostu)
# jako materiał zapasowy"
"Wymień czynniki zewnętrzne, które wpływają na intensywność fotosyntezy.","Światło, ilość dwutlenku węgla, dostępność wody, temperatura i sole mineralne."
Jak na przebieg fotosyntezy wpływa zbyt niska lub zbyt wysoka temperatura?,Zbyt niska lub zbyt wysoka temperatura może spowolnić lub całkowicie zatrzymać proces fotosyntezy.
Dlaczego fotosynteza jest kluczowa dla życia na Ziemi? (Podaj 2 powody),"# Dzięki fotosyntezie powstaje tlen, który jest potrzebny do oddychania większości organizmów żywych.
# Fotosynteza wytwarza pokarm (energię) - rośliny produkują substancje odżywcze, które są podstawą łańcuchów pokarmowych, więc bez niej inne organizmy nie miałyby co jeść."
W jakich częściach rośliny fotosynteza zachodzi najintensywniej?,"We wszystkich zielonych częściach, a zwłaszcza w liściach."
Co jest źródłem energii potrzebnej do przeprowadzenia fotosyntezy?,Światło słoneczne.
Dlaczego rośliny leśne rosnące w cieniu mają zwykle duże liście?,Aby móc wychwycić jak najwięcej światła słonecznego docierającego do dna lasu.
,
Oddychanie,
Jaki jest główny cel oddychania komórkowego?,Uzyskanie energii niezbędnej do życia organizmu.
Gdzie zachodzi oddychanie: w płucach czy w komórkach?,"Oddychanie zachodzi w każdej komórce organizmu, a płuca służą jedynie do pobierania tlenu i usuwania dwutlenku węgla."
"Jak nazywa się oddychanie, które zachodzi z udziałem tlenu?",Oddychanie tlenowe.
"Jak nazywa się oddychanie, które odbywa się bez udziału tlenu?","Oddychanie beztlenowe, czyli fermentacja."
Podaj słowny zapis przebiegu oddychania tlenowego.,Tlen + cukier (glukoza) → energia + dwutlenek węgla + woda.
Jakie dwie substancje są potrzebne do przeprowadzenia oddychania tlenowego?,Tlen i cukier (glukoza).
Co jest produktem oddychania tlenowego oprócz energii?,Dwutlenek węgla i woda.
W której części komórki zachodzi większość etapów oddychania tlenowego?,W mitochondrium.
Podaj słowny zapis przebiegu fermentacji alkoholowej.,Cukier (glukoza) → energia + dwutlenek węgla + alkohol.
Który rodzaj oddychania - tlenowe czy fermentacja - dostarcza więcej energii?,Oddychanie tlenowe jest znacznie bardziej wydajne i dostarcza więcej energii.
Gdzie w komórce zachodzi fermentacja?,W cytozolu.
"Podaj przykład organizmów, które przeprowadzają fermentację.","Drożdże, niektóre bakterie i grzyby."
Do czego człowiek wykorzystuje fermentację alkoholową przeprowadzaną przez drożdże?,"Do produkcji piwa, wina oraz do wypieku ciasta drożdżowego."
"W jaki sposób duże zwierzęta, takie jak ssaki i ptaki, pobierają tlen?","Za pomocą układu oddechowego, np. płuc."
"Jak pobierają tlen małe organizmy, takie jak dżdżownica czy niektóre protisty?",Przez powierzchnię całego ciała.
W jaki sposób tlen do komórek pobiera większość roślin?,Przez aparaty szparkowe.
Wymień trzy przykłady wykorzystania energii uwalnianej podczas oddychania.,"# do wykonywania czynności życiowych (np. wzrost, ruch)
# do utrzymania stałej temperatury ciała 
# do zachodzenia reakcji chemicznych."
Wymień sposoby pobierania tlenu przez organizmy,"# Układ oddechowy - duże zwierzęta (np. ssaki, ptaki, gady)
# Powierzchnia ciała - małe zwierzęta, protisty, grzyby, niektóre rośliny, bakterie
# Aparaty szparkowe - większość roślin"
Porównaj czym różni się fotosynteza od oddychania tlenowego,"Fotosynteza
*Zachodzi tylko w roślinach, glonach i niektórych bakteriach.
* Odbywa się w chloroplastach.
* Potrzebuje światła słonecznego.
* Roślina pobiera dwutlenek węgla (CO₂) i wodę (H₂O).
* Wytwarza tlen (O₂) i cukier (glukozę).
Cel: produkcja pokarmu dla roślin.

Oddychanie tlenowe
* Zachodzi u roślin, zwierząt i ludzi.
* Odbywa się w mitochondriach.
* Nie potrzebuje światła.
* Organizm pobiera tlen (O₂) i glukozę.
* Wytwarza dwutlenek węgla (CO₂), wodę i energię.
Cel: zdobycie energii potrzebnej do życia."
Jaka jest podstawowa różnica w istocie procesu fotosyntezy i oddychania tlenowego?,"Istotą fotosyntezy jest magazynowanie energii słonecznej w cukrze, a istotą oddychania jest uwalnianie energii zmagazynowanej w cukrze."
"Kiedy zachodzi fotosynteza, a kiedy oddychanie tlenowe?","Fotosynteza zachodzi tylko w dzień (gdy jest dostęp do światła), a oddychanie tlenowe odbywa się bez przerwy, w dzień i w nocy."
Porównaj substancje potrzebne i produkty obu procesów: fotosyntezy i oddychania tlenowego.,"W fotosyntezie potrzebne są:
* dwutlenek węgla 
* woda
Produktami są cukier i tlen. 

W oddychaniu jest na odwrót.
Potrzebne są:
* cukier
* tlen
Produktami są dwutlenek węgla i woda."
"W którym procesie uwalniana jest największa ilość energii: w fotosyntezie, fermentacji czy oddychaniu tlenowym?",W oddychaniu tlenowym.
Prawda czy fałsz: U roślin oddychanie zachodzi w chloroplastach.,"Fałsz. Oddychanie u roślin, tak jak u zwierząt, zachodzi w mitochondriach."
Czym różni się oddychanie tlenowe od beztlenowego pod względem ilości uwalnianej energii?,"Oddychanie tlenowe uwalnia bardzo dużo energii, a oddychanie beztlenowe (fermentacja) uwalnia jej znacznie mniej."
