#SHEETINFO | name=Kl5SP Średniowiecze,,,,
"Jak nazywał się słynny cesarz Cesarstwa Bizantyjskiego, który kazał spisać prawo?",Justynian Wielki.,Temat: Cesarstwo Bizantyjskie,,
Kto zdobył Konstantynopol i zakończył historię Bizancjum?,Turcy (w 1453 roku).,Temat: Cesarstwo Bizantyjskie,,
Jak nazywała się stolica Bizancjum?,Konstantynopol.,Temat: Cesarstwo Bizantyjskie,,
Co to jest „Kodeks Justyniana”?,"To wielka księga z uporządkowanym prawem rzymskim.

Spisana na polecenie cesarza Justyniana I.",Temat: Cesarstwo Bizantyjskie,,
Gdzie mieszkali dawni Arabowie i co robili?,"Mieszkali na pustyniach Półwyspu Arabskiego. 
Hodowali zwierzęta (koczownicy), a w miastach handlowali.",Temat: Początki islamu i świat arabski,,
"W co wierzyli Arabowie, zanim powstał islam?","Wierzyli w wielu różnych bożków (politeizm). 
Ich wspólnym świętym miejscem był Czarny Kamień w Mekce.",Temat: Początki islamu i świat arabski,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Kabaa_%28January_2003%29.jpg
Dlaczego dla muzułmanów ważny jest rok 622?,Wtedy Mahomet uciekł z Mekki do Medyny (hidżra). Od tego wydarzenia muzułmanie liczą lata.,Temat: Początki islamu i świat arabski,,
Wymień pięć głównych obowiązków muzułmanina (filary wiary).,"# Wyznanie wiary (jest jeden Bóg).
# Modlitwa 5 razy dziennie.
# Jałmużna (pomoc biednym).
# Post (niejedzenie w dzień w czasie ramadanu).
# Pielgrzymka do Mekki raz w życiu.",Temat: Początki islamu i świat arabski,,
Co oznacza słowo dżihad?,"Święta wojny, czyli szerzenie wiary siłą.

Oznacza walkę o wiarę. Czasami to walka z własnymi słabościami, a czasami wojna w obronie religii.",Temat: Początki islamu i świat arabski,,
Jak powstało państwo arabskie i jakie tereny zajmowało?,"Mahomet zjednoczył plemiona arabskie i utworzył państwo oparte na zasadach islamu.

Jego następcy - kalifowie - w ciągu około 100 lat podbili obszary od dzisiejszego Pakistanu po Hiszpanię.",Temat: Początki islamu i świat arabski,,
"Co zawdzięczamy kulturze arabskiej?
Jaki jest wpływ cywilizacji arabskiej na Europę?","# cyfry, których używamy dzisiaj (tzw. arabskie)
# tłumaczenia starych ksiąg
# nowe słowa (np. cukier, alkohol)
# wiedzę lekarską",Temat: Początki islamu i świat arabski,,
Kto stworzył islam?,Mahomet.,Temat: Początki islamu i świat arabski,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Siyer-i_Nebi_151b.jpg
Jak nazywa się świątynia muzułmańska?,Meczet.,Temat: Początki islamu i świat arabski,,
Jak nazywa się święta księga muzułmanów?,"Koran.

To święta księga islamu, spisana po śmierci Mahometa, zawierająca nauki, które (wg wierzeń) przekazał mu Bóg przez archanioła.",Temat: Początki islamu i świat arabski,,https://upload.wikimedia.org/wikipedia/commons/1/15/Koran.JPG
Co to jest hidżra?,To ucieczka Mahometa z Mekki do Medyny w roku 622. To początek kalendarza muzułmańskiego.,Temat: Początki islamu i świat arabski,,
"Dlaczego król Franków, Chlodwig przyjął chrzest?","# chciał zjednoczyć ludzi w swoim państwie
# potrzebował wykształconych księży do pomocy w rządzeniu (czyli urzędników)
# chciał wzmocnić swoją władzę
# chrześcijaństwo lepiej tłumaczyło świat niż wierzenia Franków",Temat: Państwo Franków i Imperium Karolińskie,,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Frankish_Empire_481_to_814-pl.svg/2560px-Frankish_Empire_481_to_814-pl.svg.png

https://upload.wikimedia.org/wikipedia/commons/2/23/Franks_expansion.gif"
Jak powstało Państwo Kościelne (państwo papieża)?,W roku 756 król Pepin Krótki pokonał wrogów papieża (plemię Longobardów) i oddał mu ich ziemie. Tak powstało państwo rządzone przez papieży.,Temat: Państwo Franków i Imperium Karolińskie,,
Kto stworzył wielkie Imperium Karolińskie i został cesarzem w 800 roku?,Karol Wielki.,Temat: Państwo Franków i Imperium Karolińskie,,https://upload.wikimedia.org/wikipedia/commons/6/63/Carolingian_Empire_481_-_814.GIF
Co dała Karolowi Wielkiemu koronacja na cesarza?,Karol stał się najważniejszym władcą w Europie i obrońcą Kościoła.,Temat: Państwo Franków i Imperium Karolińskie,,
Co dobrego dla nauki zrobił Karol Wielki (odrodzenie karolińskie)?,"# sprowadzał na dwór uczonych
# zakładał szkoły przy kościołach
# kazał przepisywać księgi antyczne
# dbał o poprawną łacinę",Temat: Państwo Franków i Imperium Karolińskie,,
Dlaczego Imperium Karolińskie osłabło po śmierci Karola Wielkiego?,"# zamieszkiwały je plemiona o różnych językach i kulturach
# jego wnukowie kłócili się o władzę
# możnowładcy (bogaci urzędnicy) stawali się coraz bardziej niezależni",Temat: Państwo Franków i Imperium Karolińskie,,https://upload.wikimedia.org/wikipedia/commons/6/63/Carolingian_Empire_481_-_814.GIF
Kiedy Karol Wielki został cesarzem?,W 800 roku.,Temat: Państwo Franków i Imperium Karolińskie,,https://upload.wikimedia.org/wikipedia/commons/6/63/Carolingian_Empire_481_-_814.GIF
Co wydarzyło się w Verdun w 843 roku?,"Wnukowie Karola Wielkiego podzielili jego imperium na trzy części. Z tych części powstały później:
# Francja
# Niemcy
# Włochy",Temat: Państwo Franków i Imperium Karolińskie,,
Kiedy podzielono państwo Franków (traktat w Verdun)?,W 843 roku.,Temat: Państwo Franków i Imperium Karolińskie,,
Jakie dzisiejsze państwa powstały z podziału w Verdun?,"# Francja
# Niemcy
# Włochy",Temat: Państwo Franków i Imperium Karolińskie,,
Kto napadał na Europę w IX i X wieku?,"# Wikingowie (Normanowie)
# Węgrzy
# Arabowie",Temat: Nowe państwa w Europie i cesarstwo Ottonów,,
Kiedy Otton I został cesarzem?,W 962 roku. Odnowił w ten sposób cesarstwo rzymskie.,Temat: Nowe państwa w Europie i cesarstwo Ottonów,,
Jakie kraje słowiańskie przyjęły chrzest w X wieku?,"# Czechy
# Polska
# Ruś Kijowska",Temat: Nowe państwa w Europie i cesarstwo Ottonów,,
Kto był pierwszym niemieckim cesarzem?,Otton I.,Temat: Nowe państwa w Europie i cesarstwo Ottonów,,
O co rywalizowali papież i cesarz?,"O to, kto ma rządzić światem chrześcijańskim i kto ma mianować biskupów.",Temat: Walka cesarza z papieżem,,
"Co chcieli zmienić mnisi z Cluny?
Co oznaczała reforma kluniacka?","Chcieli, żeby księża się modlili i żyli skromnie, a nie dbali tylko o bogactwa.

Ruch odnowy Kościoła zapoczątkowany w opactwie Cluny.",Temat: Walka cesarza z papieżem,,
Jak zmienił się sposób wyboru papieża w 1059 roku?,"Ustalono, że papieża będą wybierać kardynałowie, a nie cesarz.

Czyli wybór przez konklawe (zgromadzenie kardynałów).",Temat: Walka cesarza z papieżem,,
Czego domagał się papież Grzegorz VII?,"Uważał, że:
# papież jest ważniejszy od cesarza
# papież może usunąć cesarza
# tylko papież może wybierać biskupów (inwestytura)",Temat: Walka cesarza z papieżem,,
Dlaczego cesarz Henryk IV nie chciał się zgodzić z papieżem Grzegorzem VII?,"Bo cesarz chciał sam wybierać biskupów, którzy pomagali mu rządzić Cesarstwem Niemieckim (Świętym Cesarstwem Rzymskim).",Temat: Walka cesarza z papieżem,,
"Kto kłócił się w ""sporze o inwestyturę""?",Papież Grzegorz VII i cesarz Henryk IV.,Temat: Walka cesarza z papieżem,,
O co chodziło w sporze o inwestyturę?,"O to, kto ma prawo mianować biskupów: papież czy cesarz.",Temat: Walka cesarza z papieżem,,
Na co umówili się papież i cesarz w Wormacji (1122 r.)?,"Cesarz zgodził się, że to papież nadaje władzę duchowną biskupom, czyli w cesarstwie biskupów wybierali księża.

Cesarz nadal miał wpływ na to, kto zostaje biskupem w Niemczech (utracił prawo wyboru we Włoszech)",Temat: Walka cesarza z papieżem,,
Dlaczego rycerze szli na krucjaty?,"# chcieli odzyskać Grób Jezusa
# liczyli na zdobycie ziemi i bogactw
# wierzyli, że Bóg wybaczy im grzechy",Temat: Wyprawy krzyżowe (krucjaty),,
Co to były krucjaty?,"Wyprawy wojenne rycerzy z Europy do Ziemi Świętej przeciwko muzułmanom.

Czyli wojny religijne chrześcijan przeciwko niechrześcijanom.",Temat: Wyprawy krzyżowe (krucjaty),,
Inna nazwa na wyprawę krzyżową?,Krucjata.,Temat: Wyprawy krzyżowe (krucjaty),,
Jaki był główny cel krzyżowców?,Odbicie Jerozolimy z rąk muzułmanów.,Temat: Wyprawy krzyżowe (krucjaty),,
Jakie były przyczyny krucjat?,"Główna (bezpośrednia) przyczyna:
* Chęć pomocy wschodnim chrześcijanom, którym zagrażali Turcy seldżuccy.
Inne przyczyny:
# Wiara, że Ziemia Święta powinny należeć do chrześcijan.
# Strach przed głodem w Europie - ludzie liczyli na lepsze życie.
# Chęć zdobycia łupów, bogactw i nowych ziem.
# Papież chciał wzmocnić swoją pozycję i zyskać wpływ na Wschodzie.
# Gdy chrześcijanie wygrywali walki w Hiszpanii, ludzie uwierzyli, że podobne wyprawy mogą się udać także w Palestynie (Ziemii Świętej).",Temat: Wyprawy krzyżowe (krucjaty),,
"Ile odbyło się krucjat, czyli wypraw krzyżowych.","Zorganizowano ich siedem.

Krucjaty to były wyprawy wojenne chrześcijan w latach 1096-1291. ",Temat: Wyprawy krzyżowe (krucjaty),,
Jakie były skutki krucjat?,"# Wzrost wrogości między chrześcijanami a muzułmanami.
# Ostateczny rozłam między Kościołem katolickim a prawosławnym (schizma).
# Osłabienie Cesarstwa Bizantyjskiego.
# Powstanie zakonów rycerskich.
# Rozwój kontaktów handlowych Europy z Bliskim Wschodem.",Temat: Wyprawy krzyżowe (krucjaty),,
"Co wydarzyło się w tych latach:
# 395
# 476
# 622
# 756
# 800
# 843
# 962
# 1054
# 1077
# 1095
# 1122
# 1291
# 1453","# 395 - podział Imperium Rzymskiego na dwie części
# 476 - upadek Rzymu (koniec starożytności)
# 622 - ucieczka Mahometa z Mekki (hidżra)
# 756 - powstanie Państwa Kościelnego
# 800 - Karol Wielki zostaje cesarzem
# 843 - podział państwa Karola Wielkiego (Verdun)
# 962 - Otton I zostaje cesarzem
# 1054 - wielki podział w Kościele (schizma)
# 1077 - cesarz przeprasza papieża w Canossie
# 1095 - wezwanie do krucjat (papież Urban II)
# 1122 - koniec sporu o inwestyturę (Wormacja)
# 1291 - koniec wypraw krzyżowych
# 1453 - Turcy zdobywają Konstantynopol",,,
,,,,
Cesarstwo Bizantyjskie,,,,
Co mieszkańcy Bizancjum przejęli od starożytnych Rzymian?,,"# rzymskie prawo
# wspaniałe budowle (np. łaźnie i akwedukty)
# sposób zarządzania wojskiem i urzędami",Temat: Cesarstwo Bizantyjskie,
Skąd wzięło się Cesarstwo Bizantyjskie?,,"# to dawna wschodnia część Imperium Rzymskiego
# przetrwało, gdy Rzym upadł
# zachowano tam rzymskie prawo, ale mówiono po grecku",Temat: Cesarstwo Bizantyjskie,
Co zachwycało ludzi odwiedzających Konstantynopol?,,"# potężne mury obronne
# bogate pałace cesarza
# kościół Hagia Sophia (najsłynniejsza świątynia)
# wielkie bogactwo miasta",Temat: Cesarstwo Bizantyjskie,
Kiedy Bizancjum było największe i najsilniejsze?,,"W VI wieku, gdy rządził cesarz Justynian Wielki.",Temat: Cesarstwo Bizantyjskie,
Dlaczego doszło do wielkiego podziału w Kościele (schizmy) w 1054 r.?,,"Papież z Rzymu i patriarcha z Konstantynopola pokłócili się o to, kto jest ważniejszy i o różnice w religii.
Rzucili na siebie klątwy, co doprowadziło do trwałego rozłamu.",Temat: Cesarstwo Bizantyjskie,
"Kto rządzi w Kościele katolickim, a kto jest ważny w prawosławnym?",,"* w katolickim - papież
* w prawosławnym - patriarcha",Temat: Cesarstwo Bizantyjskie,
"Jak nazywano wschodnią część Rzymu, która nie upadła w starożytności?",,Cesarstwo Bizantyjskie (lub po prostu Bizancjum).,Temat: Cesarstwo Bizantyjskie,
Jaki język był najważniejszy w Bizancjum?,,Język grecki.,Temat: Cesarstwo Bizantyjskie,
Co to są ikony?,,"To obrazy przedstawiające świętych, bardzo ważne w kościele prawosławnym.",Temat: Cesarstwo Bizantyjskie,
Co to są mozaiki?,,"To obrazy układane z małych, kolorowych kamyków lub szkiełek, często na ścianach kościołów.",Temat: Cesarstwo Bizantyjskie,
,,,,
Początki islamu i świat arabski,,,,
"Jakie znasz religie wierzące w jednego Boga, które były przed islamem?",,Judaizm (religia Żydów) i chrześcijaństwo.,Temat: Początki islamu i świat arabski,
Kim był Mahomet?,,"Był kupcem z Mekki, który stał się prorokiem i stworzył nową religię - islam.",Temat: Początki islamu i świat arabski,
Co to jest Koran?,,"To święta księga islamu. Muzułmanie wierzą, że są w niej słowa Boga przekazane Mahometowi.",Temat: Początki islamu i świat arabski,
Co stało się po śmierci Mahometa?,,Jego następcy (kalifowie) podbili ogromne tereny i stworzyli wielkie państwo arabskie.,Temat: Początki islamu i świat arabski,
Jak daleko sięgało państwo Arabów?,,"Od Indii na wschodzie, przez Afrykę, aż po Hiszpanię w Europie.",Temat: Początki islamu i świat arabski,
Jaka jest główna różnica między islamem a dawną wiarą Arabów?,,"Islam to wiara w jednego Boga (Allaha), a wcześniej Arabowie wierzyli w wielu bogów.",Temat: Początki islamu i świat arabski,
Czy Arabowie byli mądrzejsi od Europejczyków w średniowieczu?,,"Tak, w tamtym czasie Arabowie mieli lepsze szkoły, medycynę i wspaniałe miasta, a w Europie nauka podupadła.",Temat: Początki islamu i świat arabski,
Czego Europejczycy uczyli się od Arabów?,,"Kupowali od nich luksusowe towary oraz uczyli się matematyki, medycyny i filozofii.",Temat: Początki islamu i świat arabski,
Jak muzułmanie nazywają Boga?,,Allah.,Temat: Początki islamu i świat arabski,
Jak nazywa się osoba wyznająca islam?,,Muzułmanin.,Temat: Początki islamu i świat arabski,
W czym Arabowie byli bardzo dobrzy (nauka)?,,"# w matematyce (cyfry, algebra)
# w medycynie
# w astronomii (badaniu gwiazd)",Temat: Początki islamu i świat arabski,
,,,,
Państwo Franków i Imperium Karolińskie,,,,
Jakie państwo w Europie stało się najsilniejsze po upadku Rzymu?,,Państwo Franków.,Temat: Państwo Franków i Imperium Karolińskie,
Kiedy ostatecznie upadło zachodnie cesarstwo rzymskie?,,W 476 roku.,Temat: Państwo Franków i Imperium Karolińskie,
Kim byli Frankowie?,,"To lud (Germanie), który osiedlił się na terenie dzisiejszej Francji i stworzył silne państwo.",Temat: Państwo Franków i Imperium Karolińskie,
Jak Pepin Krótki został królem?,,"Osunął od władzy słabego króla (potomka Chlodwiga, z rodu królów Franków) i sam koronował się na władcę, prosząc o zgodę papieża.",Temat: Państwo Franków i Imperium Karolińskie,
Czym różniło się państwo Karola od dawnego Rzymu?,,"Karol nie miał jednej stolicy (ciągle podróżował), a władzą duchowną zajmował się papież, a nie cesarz.",Temat: Państwo Franków i Imperium Karolińskie,
Jakie miasto było ulubioną siedzibą Karola Wielkiego?,,Akwizgran.,Temat: Państwo Franków i Imperium Karolińskie,
Kto był najsłynniejszym władcą Franków?,,Karol Wielki.,Temat: Państwo Franków i Imperium Karolińskie,
Jak nazywamy czas rozwoju nauki za panowania Karola Wielkiego?,,Renesans karoliński (odrodzenie karolińskie).,Temat: Państwo Franków i Imperium Karolińskie,
,,,,
Nowe państwa w Europie i cesarstwo Ottonów,,,,
"Co sprawiło, że najazdy na Europę Zachodnią stały się mniej groźne w drugiej połowie X w.?",,"Władcy Europy zaczęli budować lepsze zamki i stworzyli silniejsze armie (ciężką jazdę).
Książęta i królowie zaczęli się jednoczyć do obrony, wzrosła siła władzy królewskiej (np. w Niemczech).",Temat: Nowe państwa w Europie i cesarstwo Ottonów,
W jaki sposób król Otton I wzmocnił swoją władzę?,,"# pokonał Węgrów (bitwa na Lechowym Polu)
# podporządkował sobie możnowładców
# współpracował z Kościołem",Temat: Nowe państwa w Europie i cesarstwo Ottonów,
Po co Ottonowi I była korona cesarska?,,Żeby być ważniejszym od wszystkich innych królów w Europie.,Temat: Nowe państwa w Europie i cesarstwo Ottonów,
Dlaczego Niemcy atakowali ziemie Słowian?,,Chcieli zdobyć nowe ziemie i nawrócić pogan na chrześcijaństwo.,Temat: Nowe państwa w Europie i cesarstwo Ottonów,
,,,,
Walka cesarza z papieżem,,,,
"Wyjaśnij, na czym polegała przewaga cesarza nad papieżem w X w.",,"Cesarz:
# decydował o wyborze papieża
# odbierał od niego przysięgę wierności
# mianował biskupów (inwestytura)",Temat: Walka cesarza z papieżem,
Jak nazywa się kłótnia o mianowanie biskupów?,,Spór o inwestyturę.,Temat: Walka cesarza z papieżem,
Jak zakończył się spór o inwestyturę?,,Podpisaniem ugody w Wormacji (konkordatu).,Temat: Walka cesarza z papieżem,
Co stało się w Canossie w 1077 roku?,,"Cesarz Henryk IV stał boso na śniegu i błagał papieża o wybaczenie, żeby odzyskać władzę.",Temat: Walka cesarza z papieżem,
,,,,
Wyprawy krzyżowe (krucjaty),,,,
Dlaczego chrześcijanie bali się Turków w Ziemi Świętej?,,Turcy zabraniali pielgrzymom wchodzić do świętych miejsc i atakowali Bizancjum.,Temat: Wyprawy krzyżowe (krucjaty),
O co poprosił papież Urban II w 1095 roku?,,"Wezwał rycerzy, by ruszyli na wojnę i odbili Jerozolimę z rąk muzułmanów.",Temat: Wyprawy krzyżowe (krucjaty),
Jak wyglądała pierwsza krucjata?,,"Rycerze dotarli do Jerozolimy, zdobyli ją i zabili mieszkańców. Utworzyli tam swoje państwo.",Temat: Wyprawy krzyżowe (krucjaty),
Po co powstawały zakony rycerskie (np. Krzyżacy)?,,"# żeby bronić pielgrzymów
# żeby opiekować się chorymi
# żeby walczyć z niewiernymi",Temat: Wyprawy krzyżowe (krucjaty),
Co zrobili krzyżowcy podczas czwartej krucjaty (1204 r.)?,,"Zamiast walczyć z muzułmanami, napadli na chrześcijański Konstantynopol i go okradli.",Temat: Wyprawy krzyżowe (krucjaty),
Jakie były skutki krucjat?,,"# Europejczycy poznali nowe towary (jedwab, przyprawy)
# wzrosła nienawiść między chrześcijanami a muzułmanami
# Bizancjum zostało bardzo osłabione",Temat: Wyprawy krzyżowe (krucjaty),
Jakie państwo założyli krzyżowcy w Ziemi Świętej?,,Królestwo Jerozolimskie.,Temat: Wyprawy krzyżowe (krucjaty),
Kiedy skończyły się krucjaty?,,"W 1291 roku, gdy muzułmanie zdobyli ostatnią twierdzę krzyżowców.",Temat: Wyprawy krzyżowe (krucjaty),
Kto wezwał do pierwszej krucjaty?,,Papież Urban II.,Temat: Wyprawy krzyżowe (krucjaty),
"Dlaczego nazywano ich ""krzyżowcami""?",,Bo na płaszczach mieli naszyte krzyże.,Temat: Wyprawy krzyżowe (krucjaty),
Wymień trzy zakony rycerskie.,,"# Templariusze
# Joannici
# Krzyżacy",Temat: Wyprawy krzyżowe (krucjaty),
Co to jest Ziemia Święta?,,"To tereny w Palestynie (Izraelu), gdzie żył Jezus.",Temat: Wyprawy krzyżowe (krucjaty),
Co to są minarety?,,"Wysokie wieże przy meczetach, z których wzywa się na modlitwę.",Temat: Wyprawy krzyżowe (krucjaty),
"Jaki lud zaatakował Ziemię Świętą, co spowodowało krucjaty?",,Turcy seldżuccy.,Temat: Wyprawy krzyżowe (krucjaty),
Jakie chrześcijańskie miasto złupili krzyżowcy?,,Konstantynopol.,Temat: Wyprawy krzyżowe (krucjaty),
